Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Field Goals Attempted 0-39,Field Goals Made 0-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Attempted,Extra Points Made,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP,PPR Fantasy Points Scored,Standard Fantasy Points Scored,Total_Injuries
Charles Clay,30.0,2019,TE,ARI,15.0,10.0,,,,,,0.0,0.0,0.0,24.0,18.0,237.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0,,,,430.0,54.0,47.7,29.7,1.0
Charles Jones,23.0,2019,TE,JAX,4.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.5,0.0
Chase Daniel,33.0,2019,QB,CHI,3.0,1.0,64.0,45.0,435.0,3.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.0,,,,447.0,43.0,26.0,26.0,0.0
Chase Edmonds,23.0,2019,RB,ARI,13.0,2.0,,,,,,60.0,303.0,4.0,21.0,12.0,105.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,202.0,407.8,82.0,82.8,70.8,3.0
Chase McLaughlin,23.0,2019,K,3TM,11.0,0.0,,,,,,,,,,,,,,10.0,10.0,10.0,5.0,3.0,3.0,23.0,18.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,86.0,0.0
Chester Rogers,25.0,2019,WR,IND,12.0,6.0,,,,,,1.0,18.0,0.0,28.0,16.0,179.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.0,,,,516.5,132.0,43.7,27.7,0.0
Chicago Bears DST,,2019,DEF,CHI,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,5186.0,1017.0,19.0,306.0,3554.0,17.0,1632.0,16.0,113.0,923.0,30.0,30.9,10.5,32.0,10.0,9.0,12.0,1.0,2.0,0.0,,69.0,,58.0,100.0,83.7,1.0,84.0,84.0,0.0
Chris Boswell,28.0,2019,K,PIT,16.0,0.0,,,,,,,,,,,,,,19.0,19.0,10.0,9.0,2.0,1.0,31.0,29.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,248.0,,186.0,242.0,247.2,16.0,124.0,124.0,0.0
Chris Carson,25.0,2019,RB,SEA,15.0,15.0,,,,,,278.0,1230.0,7.0,47.0,37.0,266.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,47.0,32.0,36.5,18.0,226.6,189.6,0.0
Chris Conley,27.0,2019,WR,JAX,16.0,14.0,,,,,,0.0,0.0,0.0,90.0,47.0,775.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1000.0,,,,538.7,141.0,156.5,109.5,0.0
Chris Godwin,23.0,2019,WR,TAM,14.0,14.0,,,,,,1.0,8.0,0.0,121.0,86.0,1333.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,51.0,42.0,46.0,19.0,274.1,188.1,2.0
Chris Herndon,23.0,2019,TE,NYJ,1.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.7,1.0
Chris Hogan,32.0,2019,WR,CAR,7.0,1.0,,,,,,0.0,0.0,0.0,15.0,8.0,67.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,295.0,,316.3,77.0,14.7,6.7,1.0
Chris Lacy,23.0,2019,WR,DET,7.0,2.0,,,,,,0.0,0.0,0.0,10.0,3.0,60.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.0,,,,703.0,179.0,9.0,6.0,0.0
Chris Manhertz,27.0,2019,TE,CAR,15.0,6.0,,,,,,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.0,,,,594.0,80.0,2.1,1.1,1.0
Chris Moore,26.0,2019,WR,BAL,14.0,1.0,,,,,,1.0,0.0,0.0,5.0,3.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.0,,,,566.5,150.0,5.1,2.1,0.0
Chris Thompson,29.0,2019,RB,WAS,11.0,0.0,,,,,,37.0,138.0,0.0,58.0,42.0,378.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,268.0,156.0,319.4,68.0,91.6,49.6,4.0
Christian Blake,23.0,2019,WR,ATL,9.0,3.0,,,,,,0.0,0.0,0.0,24.0,11.0,91.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,9.1,0.0
Christian Kirk,23.0,2019,WR,ARI,13.0,13.0,,,,,,10.0,93.0,0.0,108.0,68.0,709.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,107.0,86.0,92.0,34.0,166.2,98.2,1.0
Christian McCaffrey,23.0,2019,RB,CAR,16.0,16.0,2.0,0.0,0.0,0.0,0.0,287.0,1387.0,15.0,142.0,116.0,1005.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,2.0,2.5,3.0,467.2,351.2,0.0
Christian Wilkins,24.0,2019,RDE,MIA,16.0,14.0,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Cincinnati Bengals DST,,2019,DEF,CIN,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,6299.0,1034.0,16.0,328.0,3917.0,25.0,2382.0,17.0,122.0,988.0,21.0,39.3,8.7,31.0,11.0,5.0,9.0,1.0,1.0,0.0,,329.0,,296.0,,312.5,28.0,71.0,71.0,0.0
Cleveland Browns DST,,2019,DEF,CLE,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,5785.0,1014.0,20.0,345.0,3470.0,25.0,2315.0,19.0,107.0,836.0,37.0,36.8,11.0,38.0,14.0,6.0,12.0,0.0,1.0,0.0,,150.0,,125.0,168.0,163.2,10.0,84.0,84.0,0.0
Clive Walford,28.0,2019,TE,MIA,7.0,3.0,,,,,,0.0,4.0,0.0,8.0,4.0,57.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.0,,,,779.0,90.0,10.1,6.1,0.0
Codey McElroy,27.0,2019,TE,TAM,1.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.0
Cody Core,25.0,2019,WR,NYG,16.0,0.0,,,,,,0.0,0.0,0.0,5.0,3.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0,,,,655.0,175.0,5.8,2.8,0.0
Cody Hollister,26.0,2019,WR,TEN,5.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,1.3,1.0
Cody Latimer,27.0,2019,WR,NYG,15.0,10.0,,,,,,0.0,0.0,0.0,42.0,24.0,300.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.0,,,,932.0,195.0,66.0,42.0,1.0
Cody Parkey,27.0,2019,K,TEN,3.0,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,262.0,,,,262.0,19.0,16.0,16.0,0.0
Colby Wadman,24.0,2019,K,DEN,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Cole Beasley,30.0,2019,WR,BUF,15.0,10.0,,,,,,0.0,0.0,0.0,106.0,67.0,778.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,191.0,,215.0,180.0,201.2,61.0,184.8,117.8,0.0
Colt McCoy,33.0,2019,QB,WAS,1.0,1.0,27.0,18.0,122.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.0,,,,945.0,69.0,0.28,0.28,3.0
Cooper Kupp,26.0,2019,WR,LAR,16.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,134.0,94.0,1161.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,57.0,47.0,49.0,21.0,264.5,170.5,0.0
Cordarrelle Patterson,28.0,2019,WR,CHI,16.0,4.0,,,,,,17.0,103.0,0.0,17.0,11.0,83.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,,,,319.5,78.0,29.6,18.6,0.0
Corey Bojorquez,23.0,2019,K,BUF,16.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Corey Davis,24.0,2019,TE,TEN,15.0,11.0,,,,,,0.0,0.0,0.0,69.0,43.0,601.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,117.0,77.0,94.8,10.0,113.1,70.1,1.0
Courtland Sutton,24.0,2019,WR,DEN,16.0,14.0,1.0,1.0,38.0,0.0,0.0,3.0,17.0,0.0,124.0,72.0,1112.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,145.0,92.0,111.7,40.0,218.42,146.42,0.0
Curtis Samuel,23.0,2019,WR,CAR,16.0,15.0,,,,,,19.0,130.0,1.0,105.0,54.0,627.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,115.0,90.0,98.7,37.0,171.7,117.7,2.0
Cyril Grayson,26.0,2019,WR,TAM,2.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.3,0.0
D'Ernest Johnson,23.0,2019,RB,CLE,16.0,0.0,,,,,,4.0,21.0,0.0,7.0,6.0,71.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,9.2,0.0
D.J. Moore,22.0,2019,WR,CAR,15.0,15.0,,,,,,6.0,40.0,0.0,135.0,87.0,1175.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,81.0,65.0,64.7,25.0,228.5,141.5,1.0
D.K. Metcalf,22.0,2019,WR,SEA,16.0,15.0,,,,,,2.0,11.0,0.0,100.0,58.0,900.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,,147.0,167.0,144.7,48.0,185.1,127.1,0.0
DJ Chark,23.0,2019,WR,JAX,15.0,14.0,,,,,,2.0,20.0,0.0,118.0,73.0,1008.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,530.3,138.0,223.8,150.8,1.0
Da'Mari Scott,24.0,2019,WR,NYG,5.0,2.0,,,,,,1.0,5.0,0.0,3.0,2.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.0,,,,614.0,163.0,4.7,2.7,0.0
DaeSean Hamilton,24.0,2019,WR,DEN,16.0,2.0,,,,,,0.0,0.0,0.0,52.0,28.0,297.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,,291.0,238.0,230.6,68.0,63.7,35.7,0.0
Dak Prescott,26.0,2019,QB,DAL,16.0,16.0,596.0,388.0,4902.0,30.0,11.0,52.0,277.0,3.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,127.0,146.0,125.8,15.0,327.78,327.78,0.0
Dallas Cowboys DST,,2019,DEF,DAL,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,5232.0,1015.0,17.0,327.0,3576.0,21.0,1656.0,14.0,102.0,855.0,38.0,35.3,9.8,39.0,7.0,10.0,13.0,0.0,1.0,0.0,,172.0,,141.0,176.0,176.7,12.0,79.0,79.0,0.0
Dallas Goedert,24.0,2019,TE,PHI,15.0,9.0,,,,,,0.0,0.0,0.0,87.0,58.0,607.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,,205.0,200.0,208.2,24.0,144.7,86.7,0.0
Dalton Schultz,23.0,2019,TE,DAL,16.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,,,,339.0,33.0,1.6,0.6,0.0
Dalvin Cook,24.0,2019,RB,MIN,14.0,14.0,,,,,,250.0,1135.0,13.0,63.0,53.0,519.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,23.0,17.0,18.0,10.0,288.4,235.4,1.0
Dalyn Dawkins,25.0,2019,RB,TEN,2.0,0.0,,,,,,11.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.0,,,,636.0,114.0,2.6,2.6,0.0
Damien Harris,22.0,2019,RB,NWE,2.0,0.0,,,,,,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,,178.0,178.0,174.5,55.0,1.2,1.2,0.0
Damien Williams,27.0,2019,RB,KAN,11.0,6.0,,,,,,111.0,498.0,5.0,37.0,30.0,213.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,34.0,37.0,34.3,17.0,141.1,111.1,6.0
Damiere Byrd,26.0,2019,WR,ARI,11.0,3.0,,,,,,0.0,0.0,0.0,46.0,32.0,359.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.0,,,,748.0,183.0,71.9,39.9,2.0
Damion Ratley,24.0,2019,WR,CLE,13.0,3.0,,,,,,0.0,0.0,0.0,24.0,12.0,200.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.0,,,,527.0,136.0,38.0,26.0,0.0
Damion Willis,22.0,2019,WR,CIN,10.0,2.0,,,,,,0.0,0.0,0.0,16.0,9.0,82.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,,,,341.0,85.0,17.2,8.2,0.0
Dan Arnold,24.0,2019,WR,2TM,5.0,1.0,,,,,,0.0,0.0,0.0,14.0,8.0,127.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,,,,492.0,125.0,32.7,24.7,0.0
Dan Bailey,31.0,2019,K,MIN,16.0,0.0,,,,,,,,,,,,,,19.0,19.0,7.0,5.0,3.0,3.0,29.0,27.0,44.0,40.0,,,,,,,,,,,,,,,,,,,,,,955.0,,187.0,221.0,385.0,33.0,122.0,122.0,0.0
Daniel Brown,27.0,2019,WR,NYJ,16.0,5.0,,,,,,0.0,0.0,0.0,11.0,7.0,72.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0,,,,482.0,124.0,20.2,13.2,0.0
Daniel Carlson,24.0,2019,K,OAK,16.0,0.0,,,,,,,,,,,,,,14.0,13.0,10.0,6.0,2.0,0.0,26.0,19.0,36.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,86.0,0.0
Daniel Jones,22.0,2019,QB,NYG,13.0,12.0,459.0,284.0,3027.0,24.0,12.0,45.0,279.0,2.0,0.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,,265.0,,263.3,31.0,194.98,194.98,1.0
Danny Amendola,34.0,2019,WR,DET,15.0,10.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,97.0,62.0,678.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,223.0,241.0,409.2,107.0,140.56,78.56,0.0
Danny Vitale,26.0,2019,RB,GNB,15.0,4.0,,,,,,1.0,3.0,0.0,12.0,7.0,97.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,,,,407.0,80.0,17.0,10.0,2.0
Dante Pettis,24.0,2019,WR,SFO,11.0,4.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,109.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,111.0,107.0,107.5,39.0,34.54,23.54,1.0
Dare Ogunbowale,25.0,2019,RB,TAM,16.0,0.0,,,,,,11.0,17.0,2.0,46.0,35.0,286.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,198.0,405.3,79.0,73.3,38.3,0.0
Darius Jennings,27.0,2019,WR,TEN,8.0,0.0,,,,,,0.0,0.0,0.0,5.0,2.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.0,,,,555.0,145.0,3.7,1.7,0.0
Darius Slayton,22.0,2019,WR,NYG,14.0,9.0,,,,,,0.0,0.0,0.0,84.0,48.0,740.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.0,,,,572.5,152.0,170.0,122.0,2.0
Darrel Williams,24.0,2019,RB,KAN,12.0,0.0,,,,,,41.0,141.0,3.0,19.0,15.0,167.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.0,,,,458.0,90.0,67.8,52.8,0.0
Darrell Daniels,25.0,2019,TE,ARI,11.0,0.0,,,,,,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.0,,,,823.0,94.0,1.4,0.4,1.0
Darrell Henderson,22.0,2019,RB,LAR,13.0,0.0,,,,,,39.0,147.0,0.0,6.0,4.0,37.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,105.0,108.0,106.8,38.0,22.4,18.4,1.0
Darren Fells,33.0,2019,TE,HOU,16.0,14.0,,,,,,0.0,0.0,0.0,48.0,34.0,341.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.0,,,,772.0,89.0,110.1,76.1,0.0
Darren Sproles,36.0,2019,RB,PHI,6.0,1.0,,,,,,17.0,66.0,0.0,10.0,6.0,24.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,989.0,,255.0,,492.5,95.0,15.0,9.0,4.0
Darren Waller,27.0,2019,TE,OAK,16.0,16.0,,,,,,2.0,5.0,0.0,117.0,90.0,1145.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,226.0,161.0,189.0,20.0,221.0,131.0,0.0
Darrius Shepherd,24.0,2019,WR,GNB,6.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.0,,,,931.0,194.0,-0.9,-1.9,1.0
Darwin Thompson,22.0,2019,RB,KAN,12.0,0.0,,,,,,37.0,128.0,1.0,10.0,9.0,43.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,,204.0,154.0,148.7,50.0,32.1,23.1,0.0
Davante Adams,27.0,2019,WR,GNB,12.0,12.0,,,,,,0.0,0.0,0.0,127.0,83.0,997.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,,6.0,10.0,7.5,2.0,210.7,127.7,4.0
David Blough,24.0,2019,QB,DET,5.0,5.0,174.0,94.0,984.0,4.0,6.0,8.0,31.0,0.0,1.0,1.0,19.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.36,52.36,0.0
David Fales,29.0,2019,QB,NYJ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.0,,,,891.0,66.0,0.0,0.0,0.0
David Johnson,28.0,2019,RB,ARI,13.0,9.0,,,,,,94.0,345.0,2.0,47.0,36.0,370.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,8.0,7.0,6.7,5.0,141.5,105.5,1.0
David Montgomery,22.0,2019,RB,CHI,16.0,8.0,,,,,,242.0,889.0,6.0,35.0,25.0,185.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,65.0,41.0,45.3,23.0,170.4,145.4,0.0
David Moore,24.0,2019,WR,SEA,14.0,1.0,,,,,,3.0,25.0,0.0,34.0,17.0,301.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.0,,288.0,,463.3,119.0,57.6,40.6,1.0
David Njoku,23.0,2019,TE,CLE,4.0,1.0,,,,,,0.0,0.0,0.0,10.0,5.0,41.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,87.0,87.0,92.3,9.0,15.1,10.1,1.0
Dawson Knox,23.0,2019,TE,BUF,15.0,11.0,,,,,,1.0,9.0,0.0,50.0,28.0,388.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.0,,,,979.0,99.0,79.7,51.7,0.0
De'Anthony Thomas,26.0,2019,RB,2TM,14.0,0.0,,,,,,2.0,5.0,0.0,2.0,1.0,6.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,,,319.0,67.0,-3.9,-4.9,0.0
De'Lance Turner,24.0,2019,RB,MIA,8.0,0.0,,,,,,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.0,,,,755.0,129.0,0.6,0.6,0.0
DeAndre Carter,26.0,2019,WR,HOU,16.0,3.0,,,,,,0.0,0.0,0.0,14.0,11.0,162.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.0,,,,447.5,116.0,23.2,12.2,0.0
DeAndre Hopkins,27.0,2019,WR,HOU,15.0,15.0,2.0,1.0,6.0,1.0,1.0,2.0,18.0,0.0,150.0,104.0,1165.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,5.0,6.0,5.3,1.0,268.54,164.54,1.0
DeAndre Washington,26.0,2019,RB,OAK,16.0,3.0,,,,,,108.0,387.0,3.0,41.0,36.0,292.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,702.5,123.0,121.9,85.9,0.0
DeAndrew White,28.0,2019,WR,CAR,10.0,0.0,,,,,,0.0,0.0,0.0,9.0,4.0,51.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.0,,,,747.0,182.0,9.1,5.1,0.0
DeSean Jackson,33.0,2019,WR,PHI,3.0,3.0,,,,,,0.0,0.0,0.0,10.0,9.0,159.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,140.0,143.0,130.7,44.0,36.9,27.9,6.0
DeVante Parker,26.0,2019,WR,MIA,16.0,14.0,,,,,,0.0,0.0,0.0,128.0,72.0,1202.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,270.0,209.0,365.4,91.0,246.2,174.2,0.0
Dede Westbrook,26.0,2019,WR,JAX,15.0,11.0,,,,,,5.0,27.0,0.0,101.0,66.0,660.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,82.0,,120.0,81.0,85.5,32.0,154.7,88.7,1.0
Deebo Samuel,23.0,2019,WR,SFO,15.0,11.0,,,,,,14.0,159.0,3.0,81.0,57.0,802.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,,222.0,211.0,194.3,59.0,185.1,128.1,1.0
Delanie Walker,35.0,2019,TE,TEN,7.0,4.0,,,,,,0.0,0.0,0.0,31.0,21.0,215.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,139.0,109.0,119.5,13.0,52.5,31.5,4.0
Demarcus Robinson,25.0,2019,WR,KAN,16.0,10.0,,,,,,0.0,0.0,0.0,55.0,32.0,449.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,,274.0,,286.7,74.0,100.9,68.9,0.0
Demaryius Thomas,32.0,2019,WR,NYJ,11.0,10.0,,,,,,0.0,0.0,0.0,58.0,36.0,433.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,220.0,190.0,207.0,62.0,85.3,49.3,4.0
Demetrius Harris,28.0,2019,TE,CLE,15.0,6.0,,,,,,0.0,0.0,0.0,27.0,15.0,149.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,325.0,,,,325.0,31.0,49.9,34.9,0.0
Denver Broncos DST,,2019,DEF,DEN,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,5392.0,1003.0,17.0,305.0,3609.0,19.0,1783.0,9.0,121.0,1041.0,34.0,36.3,8.8,40.0,10.0,6.0,8.0,0.0,1.0,0.0,,163.0,,131.0,171.0,155.7,7.0,78.0,78.0,0.0
Deon Cain,23.0,2019,WR,2TM,13.0,6.0,,,,,,0.0,0.0,0.0,20.0,9.0,124.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,650.0,173.0,21.4,12.4,0.0
Deon Yelder,24.0,2019,TE,KAN,9.0,1.0,,,,,,0.0,0.0,0.0,4.0,3.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0,,,,430.0,55.0,8.0,5.0,0.0
Deontay Burnett,22.0,2019,WR,PHI,1.0,1.0,,,,,,0.0,0.0,0.0,4.0,2.0,48.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,,,,638.0,170.0,6.8,4.8,0.0
Deonte Harty,22.0,2019,WR,NOR,14.0,1.0,,,,,,4.0,31.0,0.0,6.0,6.0,24.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,-0.5,2.0
