season,player_name,injuries
2019,Jordan Lucas,['Back']
2019,Xavier Williams,['Illness']
2019,Marquise Brown,['Foot']
2019,Trevor Williams,['Quadricep']
2019,Jatavis Brown,['Ankle']
2019,Roderic Teamer,['Hamstring']
2019,Geremy Davis,['Hamstring']
2019,Oren Burks,['Chest']
2019,Jace Sternberger,['Ankle']
2019,Darrius Shepherd,['Hamstring']
2019,Todd Davis,['Calf']
2019,Joe Jones,['Tricep']
2019,Andy Janovich,['Pectoral']
2019,Sean Davis,['Ankle']
2019,Jalen Hurd,['Back']
2019,Trent Taylor,['Foot']
2019,Jimmie Ward,['Hand']
2019,Kamu Grugier-Hill,['Knee']
2019,Nate Sudfeld,['Left Wrist']
2019,Jordan Mailata,['Back']
2019,Trayveon Williams,['Foot']
2019,Cordy Glenn,['Concussion']
2019,A.J. Green,['Ankle']
2019,Anthony Castonzo,['Not Injury Related']
2019,Kemoko Turay,['Neck']
2019,T.Y. Hilton,['Not Injury Related']
2019,Jonathan Williams,['Rib']
2019,Justin Houston,['Not Injury Related']
2019,Jabaal Sheard,['Knee']
2019,Kevin Pamphile,['Knee']
2019,Reggie Gilbert,['Knee']
2019,Cam Robinson,['Knees']
2019,Josh Oliver,['Hamstring']
2019,Cedric Ogbuehi,['Hamstring']
2019,Donovan Wilson,['Ankle']
2019,Sean Lee,['Knee']
2019,Luke Gifford,['Ankle']
2019,Darian Thompson,['Ankle']
2019,Mario Edwards Jr.,['Hamstring']
2019,David Moore,['Shoulder']
2019,Joey Hunt,['Ankle']
2019,Trent Harris,['Foot']
2019,Colt McCoy,['Fibula']
2019,Fabian Moreau,['Ankle']
2019,Marcus Gilbert,['Knee']
2019,Lamont Gaillard,['Knee']
2019,Terrell Suggs,['Not Injury Related']
2019,Matt Gono,['Back']
2019,Justin Evans,['Achilles']
2019,Blaine Gabbert,['Left Shoulder']
2019,Mike Evans,['Illness']
2019,Darius Slayton,['Hamstring']
2019,Garrett Dickerson,['Quadricep']
2019,Antonio Brown,['Not Injury Related']
2019,Gabe Jackson,['Knee']
2019,Greg Little,['Concussion']
2019,Bruce Irvin,['Hamstring']
2019,Andre Roberts,['Quadricep']
