Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Fumbles Lost,Field Goals Attempted 0-19,Field Goals Made 0-19,Field Goals Attempted 20-29,Field Goals Made 20-29,Field Goals Attempted 30-39,Field Goals Made 30-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Made,Extra Points Attempted,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP
Drake London,23.0,2024,WR,ATL,17.0,17.0,,,,,,1.0,-3.0,0.0,158.0,100.0,1271.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,19.0,20.0,23.0,25.6,11
Drake Maye,22.0,2024,QB,NWE,13.0,12.0,338.0,225.0,2276.0,15.0,10.0,54.0,421.0,2.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,218.0,227.0,301.0,226.7,30
Drew Lock,28.0,2024,QB,NYG,8.0,5.0,181.0,107.0,1071.0,6.0,5.0,18.0,133.0,2.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,444.0,301.0,444.0,57
Drew Sample,28.0,2024,TE,CIN,17.0,15.0,,,,,,1.0,-4.0,0.0,22.0,20.0,109.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,301.0,613.0,301.0,486.0,72
Durham Smythe,29.0,2024,TE,MIA,17.0,4.0,,,,,,0.0,0.0,0.0,17.0,9.0,53.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,301.0,302.0,301.0,292.0,38
Dustin Hopkins,34.0,2024,K,CLE,16.0,0.0,,,,,,,,,,,,,,,0.0,0.0,4.0,3.0,7.0,6.0,8.0,5.0,8.0,4.0,27.0,18.0,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,68.0,251.0,159.5,9
Dyami Brown,25.0,2024,WR,WAS,16.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,40.0,30.0,308.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,392.0,189.0,290.5,94
Dylan Laube,25.0,2024,RB,LVR,10.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,256.0,404.0,270.0,310.0,81
E.J. Jenkins,26.0,2024,TE,PHI,8.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,7.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,466.0,301.0,466.0,68
Eddy Pi̱eiro,29.0,2024,K,CAR,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,7.0,7.0,9.0,8.0,8.0,6.0,2.0,1.0,26.0,22.0,33.0,35.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Elijah Higgins,24.0,2024,TE,ARI,17.0,6.0,,,,,,0.0,0.0,0.0,24.0,20.0,172.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,301.0,426.0,301.0,365.0,49
Elijah Moore,24.0,2024,WR,CLE,17.0,13.0,,,,,,1.0,1.0,0.0,102.0,61.0,538.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,278.0,324.0,301.0,301.0,99
Emanuel Wilson,25.0,2024,RB,GNB,17.0,0.0,,,,,,103.0,502.0,4.0,14.0,11.0,48.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,380.0,301.0,380.0,89
Emari Demercado,25.0,2024,RB,ARI,13.0,0.0,,,,,,24.0,223.0,1.0,20.0,16.0,104.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,430.0,301.0,430.0,97
Eric Gray,25.0,2024,RB,NYG,17.0,0.0,,,,,,14.0,31.0,0.0,11.0,10.0,82.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,322.0,350.0,246.0,306.0,80
Eric Saubert,30.0,2024,TE,SFO,17.0,3.0,,,,,,0.0,0.0,0.0,14.0,11.0,97.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0,301.0,577.0,301.0,510.5,79
Eric Tomlinson,32.0,2024,TE,LAC,9.0,1.0,,,,,,0.0,0.0,0.0,4.0,2.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,300.0,800.0,301.0,550.0,87
Erick All,24.0,2024,TE,CIN,9.0,6.0,,,,,,0.0,0.0,0.0,22.0,20.0,158.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,791.0,301.0,791.0,104
Erik Ezukanma,24.0,2024,WR,MIA,2.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,707.0,301.0,707.0,191
Ethan Evans,23.0,2024,K,LAR,16.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Evan Engram,30.0,2024,TE,JAX,9.0,9.0,,,,,,0.0,0.0,0.0,64.0,47.0,365.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,54.0,67.0,66.0,67.0,65.0,8
Evan McPherson,25.0,2024,K,CIN,12.0,0.0,,,,,,,,,,,,,,,0.0,0.0,6.0,6.0,4.0,4.0,5.0,3.0,7.0,3.0,22.0,16.0,37.0,38.0,,,,,,,,,,,,,,,,,,,,,,143.0,130.0,89.0,210.0,149.2,7
Ezekiel Elliott,29.0,2024,RB,DAL,15.0,2.0,,,,,,74.0,226.0,3.0,15.0,12.0,69.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,114.0,114.0,105.0,113.2,38
Feleipe Franks,27.0,2024,TE,CAR,16.0,0.0,,,,,,0.0,0.0,0.0,3.0,1.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Foster Moreau,27.0,2024,TE,NOR,17.0,17.0,,,,,,0.0,0.0,0.0,43.0,32.0,413.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,499.0,301.0,499.0,76
Gabriel Davis,25.0,2024,WR,JAX,10.0,9.0,,,,,,0.0,0.0,0.0,42.0,20.0,239.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,153.0,191.0,155.0,168.8,58
Gardner Minshew II,28.0,2024,QB,LVR,10.0,9.0,306.0,203.0,2013.0,9.0,10.0,19.0,58.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,252.0,254.0,301.0,253.0,33
Garrett Wilson,24.0,2024,WR,NYJ,17.0,17.0,,,,,,2.0,5.0,0.0,154.0,101.0,1104.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,10.0,13.0,13.0,12.4,7
Geno Smith,34.0,2024,QB,SEA,17.0,17.0,578.0,407.0,4320.0,21.0,15.0,53.0,272.0,2.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,200.0,198.0,193.0,192.4,24
Geoff Swaim,31.0,2024,TE,CLE,8.0,2.0,,,,,,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
George Holani,25.0,2024,RB,SEA,5.0,0.0,,,,,,3.0,10.0,0.0,1.0,1.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,724.0,301.0,724.0,123
George Kittle,31.0,2024,TE,SFO,15.0,15.0,,,,,,0.0,0.0,0.0,94.0,78.0,1106.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,53.0,50.0,68.0,56.6,6
George Pickens,23.0,2024,WR,PIT,14.0,12.0,,,,,,2.0,-6.0,0.0,103.0,59.0,900.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,57.0,61.0,56.0,59.6,26
Gerald Everett,30.0,2024,TE,CHI,17.0,4.0,,,,,,0.0,0.0,0.0,13.0,8.0,36.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,284.0,301.0,284.0,36
Graham Gano,37.0,2024,K,NYG,10.0,0.0,,,,,,,,,,,,,,,0.0,0.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,11.0,9.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,216.0,301.0,238.0,301.0,227.0,22
Grant Calcaterra,26.0,2024,TE,PHI,17.0,13.0,,,,,,0.0,0.0,0.0,30.0,24.0,298.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,301.0,531.0,301.0,414.0,62
Grant Dubose,23.0,2024,WR,MIA,3.0,0.0,,,,,,0.0,0.0,0.0,4.0,2.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Greg Dortch,26.0,2024,WR,ARI,17.0,4.0,,,,,,5.0,31.0,0.0,50.0,37.0,342.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,237.0,303.0,256.0,265.3,83
Greg Dulcich,24.0,2024,TE,DEN,4.0,3.0,,,,,,0.0,0.0,0.0,12.0,5.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,249.0,265.0,263.0,259.0,32
Greg Joseph,30.0,2024,K,3TM,8.0,0.0,,,,,,,,,,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,8.0,5.0,2.0,1.0,20.0,16.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,357.0,301.0,312.0,301.0,334.5,34
Greg Zuerlein,37.0,2024,K,NYJ,8.0,0.0,,,,,,,,,,,,,,,0.0,0.0,4.0,4.0,6.0,4.0,4.0,1.0,1.0,0.0,15.0,9.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,137.0,301.0,142.0,236.0,181.8,11
Gus Edwards,29.0,2024,RB,LAC,11.0,6.0,,,,,,101.0,365.0,4.0,5.0,3.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,113.0,113.0,111.0,113.6,39
Harrison Bryant,26.0,2024,TE,LVR,13.0,3.0,,,,,,0.0,0.0,0.0,12.0,9.0,86.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,506.0,301.0,506.0,78
Harrison Butker,29.0,2024,K,KAN,13.0,0.0,,,,,,,,,,,,,,,1.0,1.0,8.0,7.0,7.0,7.0,4.0,4.0,5.0,2.0,25.0,21.0,29.0,31.0,,,,,,,,,,,,,,,,,,,,,,90.0,128.0,71.0,145.0,112.2,2
Hassan Haskins,25.0,2024,RB,LAC,17.0,0.0,,,,,,34.0,89.0,2.0,3.0,3.0,49.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,700.0,301.0,700.0,121
Hayden Hurst,31.0,2024,TE,LAC,9.0,2.0,,,,,,0.0,0.0,0.0,13.0,8.0,73.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,277.0,297.0,301.0,287.0,37
Hendon Hooker,26.0,2024,QB,DET,3.0,0.0,9.0,6.0,62.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,301.0,398.0,301.0,329.5,41
Hunter Henry,30.0,2024,TE,NWE,16.0,16.0,,,,,,0.0,0.0,0.0,97.0,66.0,674.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,174.0,208.0,188.0,193.0,21
Hunter Long,26.0,2024,TE,LAR,17.0,2.0,,,,,,0.0,0.0,0.0,9.0,7.0,60.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.0,301.0,680.0,301.0,534.5,85
Hunter Luepke,24.0,2024,RB,DAL,16.0,4.0,,,,,,12.0,38.0,0.0,16.0,12.0,111.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0,301.0,774.0,301.0,602.0,114
Ian Thomas,28.0,2024,TE,CAR,5.0,2.0,,,,,,0.0,0.0,0.0,6.0,3.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,301.0,591.0,301.0,529.5,84
Irvin Charles,27.0,2024,WR,NYJ,13.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Isaac Guerendo,24.0,2024,RB,SFO,16.0,3.0,,,,,,84.0,420.0,4.0,16.0,15.0,152.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,261.0,359.0,301.0,310.0,82
Isaiah Davis,22.0,2024,RB,NYJ,17.0,0.0,,,,,,30.0,174.0,1.0,12.0,9.0,75.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,767.0,301.0,767.0,127
Isaiah Hodgins,26.0,2024,WR,NYG,3.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,635.0,301.0,635.0,181
Isaiah Likely,24.0,2024,TE,BAL,16.0,9.0,,,,,,0.0,0.0,0.0,58.0,42.0,477.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,167.0,170.0,194.0,180.2,19
Isaiah Williams,23.0,2024,WR,DET,2.0,0.0,,,,,,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0,301.0,535.0,301.0,413.0,132
Isiah Pacheco,25.0,2024,RB,KAN,7.0,6.0,,,,,,83.0,310.0,1.0,16.0,12.0,79.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,28.0,18.0,20.0,20.2,10
J.J. Taylor,26.0,2024,RB,HOU,5.0,0.0,,,,,,10.0,44.0,0.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,301.0,357.0,301.0,293.0,77
J.K. Dobbins,26.0,2024,RB,LAC,13.0,11.0,,,,,,195.0,905.0,9.0,38.0,32.0,153.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,142.0,185.0,106.0,132.4,42
JC Latham,21.0,2024,OT,TEN,17.0,17.0,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
JK Scott,29.0,2024,K,LAC,17.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Ja'Lynn Polk,22.0,2024,WR,NWE,15.0,7.0,,,,,,1.0,0.0,0.0,33.0,12.0,87.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,157.0,235.0,174.0,184.2,64
Ja'Marr Chase,24.0,2024,WR,CIN,17.0,16.0,,,,,,3.0,32.0,0.0,175.0,127.0,1708.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,4.0,8.0,6.6,4
Ja'Tavion Sanders,21.0,2024,TE,CAR,16.0,8.0,,,,,,0.0,0.0,0.0,43.0,33.0,342.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,217.0,275.0,301.0,249.0,30
Jack Browning,23.0,2024,K,TAM,5.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jack Fox,28.0,2024,K,DET,17.0,0.0,1.0,1.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jack Stoll,26.0,2024,TE,PHI,7.0,2.0,,,,,,0.0,0.0,0.0,3.0,2.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,521.0,301.0,521.0,82
Jacob Cowing,23.0,2024,WR,SFO,15.0,0.0,,,,,,1.0,7.0,0.0,6.0,4.0,80.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,520.0,301.0,520.0,166
Jacob Kibodi,26.0,2024,RB,CLE,1.0,0.0,,,,,,5.0,24.0,0.0,3.0,1.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jacoby Brissett,32.0,2024,QB,NWE,8.0,5.0,161.0,95.0,826.0,2.0,1.0,15.0,62.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,333.0,301.0,333.0,42
Jaelon Darden,25.0,2024,WR,CLE,7.0,1.0,,,,,,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,853.0,301.0,853.0,207
Jahan Dotson,24.0,2024,WR,PHI,17.0,6.0,,,,,,1.0,13.0,0.0,33.0,19.0,216.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,173.0,168.0,262.0,201.0,69
Jaheim Bell,23.0,2024,TE,NWE,15.0,0.0,,,,,,0.0,0.0,0.0,3.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0,301.0,473.0,301.0,484.5,71
Jahmyr Gibbs,22.0,2024,RB,DET,17.0,4.0,,,,,,250.0,1412.0,16.0,63.0,52.0,517.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0,14.0,12.0,12.8,6
Jake Bailey,27.0,2024,K,MIA,17.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jake Bates,25.0,2024,K,DET,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,3.0,3.0,10.0,10.0,8.0,7.0,8.0,6.0,29.0,26.0,64.0,67.0,,,,,,,,,,,,,,,,,,,,,,187.0,301.0,229.0,226.0,214.0,19
Jake Bobo,26.0,2024,WR,SEA,17.0,3.0,,,,,,0.0,0.0,0.0,17.0,13.0,107.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,301.0,308.0,301.0,281.0,91
Jake Brendel,32.0,2024,OL,SFO,17.0,17.0,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jake Browning,28.0,2024,QB,CIN,3.0,0.0,,,,,,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,416.0,301.0,416.0,54
Jake Camarda,25.0,2024,K,TAM,4.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jake Elliott,29.0,2024,K,PHI,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.0,9.0,11.0,10.0,9.0,8.0,7.0,1.0,36.0,28.0,47.0,48.0,,,,,,,,,,,,,,,,,,,,,,112.0,146.0,148.0,165.0,145.4,5
Jake Ferguson,25.0,2024,TE,DAL,14.0,14.0,,,,,,0.0,0.0,0.0,86.0,59.0,494.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,86.0,69.0,88.0,81.6,9
Jake Haener,25.0,2024,QB,NOR,8.0,1.0,39.0,18.0,226.0,1.0,1.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,860.0,301.0,860.0,78
Jake Moody,25.0,2024,K,SFO,14.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.0,9.0,5.0,5.0,11.0,6.0,9.0,4.0,34.0,24.0,32.0,33.0,,,,,,,,,,,,,,,,,,,,,,146.0,148.0,118.0,178.0,156.6,8
Jakobi Meyers,28.0,2024,WR,LVR,15.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,129.0,87.0,1027.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,119.0,134.0,178.0,144.0,143.6,54
Jaleel McLaughlin,24.0,2024,RB,DEN,16.0,5.0,,,,,,113.0,496.0,1.0,27.0,24.0,76.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,175.0,206.0,124.0,162.0,48
Jalen Brooks,24.0,2024,WR,DAL,14.0,1.0,,,,,,0.0,0.0,0.0,30.0,12.0,177.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,301.0,545.0,301.0,428.5,140
Jalen Coker,23.0,2024,WR,CAR,11.0,4.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,46.0,32.0,478.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jalen Hurts,26.0,2024,QB,PHI,15.0,15.0,361.0,248.0,2903.0,18.0,5.0,150.0,630.0,14.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,35.0,35.0,37.0,31.2,3
Jalen McMillan,23.0,2024,WR,TAM,13.0,12.0,,,,,,4.0,43.0,0.0,58.0,37.0,461.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,230.0,321.0,301.0,275.5,87
Jalen Nailor,25.0,2024,WR,MIN,17.0,7.0,,,,,,3.0,-4.0,0.0,42.0,28.0,414.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0,301.0,528.0,301.0,443.0,144
Jalen Reagor,25.0,2024,WR,LAC,8.0,2.0,,,,,,3.0,-3.0,0.0,12.0,7.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,835.0,301.0,835.0,205
Jalen Tolbert,25.0,2024,WR,DAL,17.0,15.0,,,,,,0.0,0.0,0.0,79.0,49.0,610.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,238.0,282.0,271.0,263.7,81
Jalin Hyatt,23.0,2024,WR,NYG,16.0,3.0,,,,,,0.0,0.0,0.0,19.0,8.0,62.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,264.0,301.0,301.0,282.5,92
Jamaal Williams,29.0,2024,RB,NOR,14.0,1.0,,,,,,48.0,164.0,1.0,11.0,9.0,57.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,311.0,263.0,187.0,253.7,69
Jamari Thrash,24.0,2024,WR,CLE,9.0,0.0,,,,,,0.0,0.0,0.0,7.0,3.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,301.0,558.0,301.0,476.5,154
Jameis Winston,30.0,2024,QB,CLE,12.0,7.0,296.0,181.0,2121.0,13.0,12.0,25.0,83.0,1.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.0,301.0,409.0,301.0,421.0,56
James Conner,29.0,2024,RB,ARI,16.0,16.0,,,,,,236.0,1094.0,8.0,55.0,47.0,414.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,65.0,63.0,54.0,55.0,56.0,18
James Cook,25.0,2024,RB,BUF,16.0,16.0,,,,,,207.0,1009.0,16.0,38.0,32.0,258.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,41.0,40.0,25.0,31.0,13
James Pierre,28.0,2024,CB,PIT,15.0,2.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
James Proche,28.0,2024,WR,CLE,9.0,0.0,,,,,,0.0,0.0,0.0,3.0,3.0,21.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,827.0,301.0,827.0,202
Jameson Williams,23.0,2024,WR,DET,15.0,11.0,,,,,,11.0,61.0,1.0,91.0,58.0,1001.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,111.0,127.0,101.0,120.2,49
