Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Fumbles Lost,Field Goals Attempted 0-19,Field Goals Made 0-19,Field Goals Attempted 20-29,Field Goals Made 20-29,Field Goals Attempted 30-39,Field Goals Made 30-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Made,Extra Points Attempted,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP,PPR Fantasy Points Scored,Standard Fantasy Points Scored
David Blough,27.0,2022,QB,ARI,2.0,2.0,58.0,38.0,402.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,20.58,20.58
David Johnson,31.0,2022,RB,NOR,5.0,0.0,,,,,,12.0,24.0,0.0,4.0,4.0,47.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,11.1,7.1000000000000005
David Montgomery,25.0,2022,RB,CHI,16.0,16.0,,,,,,201.0,801.0,5.0,40.0,34.0,316.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,40.0,31.0,35.0,36.5,17,181.7,147.70000000000002
David Njoku,26.0,2022,TE,CLE,14.0,14.0,,,,,,2.0,-8.0,0.0,80.0,58.0,628.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,155.0,181.0,156.0,161.8,16,144.0,86.0
David Sills,26.0,2022,WR,NYG,9.0,5.0,,,,,,0.0,0.0,0.0,17.0,11.0,106.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,21.6,10.6
Davis Mills,24.0,2022,QB,HOU,15.0,15.0,479.0,292.0,3118.0,17.0,15.0,32.0,108.0,2.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,267.0,233.0,250.0,33,185.52,185.52
Davis Webb,27.0,2022,QB,NYG,1.0,1.0,40.0,23.0,168.0,1.0,0.0,6.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,20.82,20.82
Dawson Knox,26.0,2022,TE,BUF,15.0,15.0,,,,,,0.0,0.0,0.0,65.0,48.0,517.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,85.0,71.0,103.0,90.0,10,135.7,87.7
Dax Milne,23.0,2022,WR,WAS,15.0,1.0,,,,,,0.0,0.0,0.0,7.0,6.0,37.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,15.7,9.7
Daylen Baldwin,23.0,2022,WR,CLE,1.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,4.5,2.5
DeAndre Carter,29.0,2022,WR,LAC,17.0,7.0,,,,,,2.0,-15.0,0.0,65.0,46.0,538.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,116.3,70.30000000000001
DeAndre Hopkins,30.0,2022,WR,ARI,9.0,9.0,,,,,,0.0,0.0,0.0,96.0,64.0,717.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,77.0,73.0,85.0,83.3,33,153.7,89.7
DeSean Jackson,36.0,2022,WR,BAL,7.0,1.0,,,,,,0.0,0.0,0.0,17.0,9.0,153.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,24.3,15.3
DeVante Parker,29.0,2022,WR,NWE,13.0,11.0,,,,,,0.0,0.0,0.0,47.0,31.0,539.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,150.0,163.0,166.0,161.5,58,102.9,71.9
DeVonta Smith,24.0,2022,WR,PHI,17.0,17.0,,,,,,0.0,0.0,0.0,136.0,95.0,1196.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,86.0,98.0,92.0,90.3,37,256.6,161.60000000000002
DeeJay Dallas,24.0,2022,RB,SEA,15.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0,186.0,0.0,19.0,17.0,126.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,294.0,301.0,294.0,88,46.2,29.200000000000003
Deebo Samuel,26.0,2022,WR,SFO,13.0,12.0,,,,,,42.0,232.0,3.0,94.0,56.0,632.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,21.0,14.0,19.0,17.0,6,172.4,116.4
Demarcus Robinson,28.0,2022,WR,BAL,17.0,5.0,,,,,,0.0,0.0,0.0,75.0,48.0,458.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,105.8,57.8
Demetric Felton,24.0,2022,WR,CLE,8.0,2.0,,,,,,1.0,-4.0,0.0,4.0,2.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,2.4000000000000004,0.4
Dennis Houston,23.0,2022,WR,DAL,2.0,0.0,,,,,,0.0,0.0,0.0,6.0,2.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,3.6,1.6
Denver Broncos DST,,2022,DEF,DEN,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440.0,1079.0,23.0,324.0,3574.0,20.0,1866.0,12.0,106.0,922.0,35.0,35.9,10.6,36.0,15.0,8.0,15.0,1.0,0.0,9.0,,184.0,157.0,165.0,170.0,169.0,12,93.0,93.0
Denzel Mims,25.0,2022,WR,NYJ,10.0,4.0,,,,,,0.0,0.0,0.0,25.0,11.0,186.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,29.6,18.6
Deon Jackson,23.0,2022,RB,IND,16.0,2.0,,,,,,68.0,236.0,1.0,34.0,30.0,209.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,86.5,56.5
Deonte Harty,25.0,2022,WR,NOR,4.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,13.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,3.3,1.3
Derek Carr,31.0,2022,QB,LVR,15.0,15.0,502.0,305.0,3522.0,24.0,14.0,24.0,102.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,115.0,112.0,112.0,113.3,14,219.08,219.08
Derek Watt,30.0,2022,RB,PIT,17.0,3.0,,,,,,9.0,21.0,1.0,5.0,5.0,11.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,20.2,15.2
Derrick Henry,28.0,2022,RB,TEN,16.0,16.0,2.0,2.0,4.0,1.0,0.0,349.0,1538.0,13.0,41.0,33.0,398.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,5.0,8.0,5.3,4,308.76000000000005,275.76
Deshaun Watson,27.0,2022,QB,CLE,6.0,6.0,170.0,99.0,1102.0,7.0,5.0,36.0,175.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,195.0,155.0,232.0,194.5,23,85.58,85.58
Desmond Ridder,23.0,2022,QB,ATL,4.0,4.0,115.0,73.0,708.0,2.0,0.0,16.0,64.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,42.72,42.72
Detroit Lions DST,,2022,DEF,DET,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6670.0,1076.0,22.0,377.0,4179.0,26.0,2491.0,22.0,103.0,818.0,33.0,41.2,11.9,39.0,12.0,10.0,12.0,1.0,2.0,-7.0,,301.0,301.0,259.0,301.0,259.0,27,90.0,90.0
Deven Thompkins,23.0,2022,WR,TAM,5.0,1.0,,,,,,2.0,26.0,0.0,10.0,5.0,32.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,10.8,5.800000000000001
Devin Asiasi,25.0,2022,TE,CIN,12.0,0.0,,,,,,0.0,0.0,0.0,4.0,2.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,2.5,0.5
Devin Duvernay,25.0,2022,WR,BAL,14.0,13.0,,,,,,12.0,84.0,1.0,49.0,37.0,407.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,110.1,73.1
Devin Singletary,25.0,2022,RB,BUF,16.0,16.0,,,,,,177.0,819.0,5.0,52.0,38.0,280.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,89.0,102.0,73.0,82.5,27,183.9,145.9
Devine Ozigbo,26.0,2022,RB,DEN,4.0,0.0,,,,,,3.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,1.7,0.7000000000000001
Dezmon Patmon,24.0,2022,WR,IND,1.0,0.0,,,,,,0.0,0.0,0.0,6.0,2.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,4.4,2.4000000000000004
Diontae Johnson,26.0,2022,WR,PIT,17.0,17.0,,,,,,7.0,25.0,0.0,147.0,86.0,882.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,43.0,45.0,41.0,46.0,43.8,16,180.7,94.7
Dominik Eberle,26.0,2022,K,DET,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,2.0,2.0
Donald Parham,25.0,2022,TE,LAC,6.0,1.0,,,,,,0.0,0.0,0.0,12.0,10.0,130.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,29.0,19.0
Donovan Peoples-Jones,23.0,2022,WR,CLE,17.0,14.0,,,,,,1.0,2.0,0.0,96.0,61.0,839.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,236.0,263.0,262.0,253.7,86,163.10000000000002,102.1
Dontrell Hilliard,27.0,2022,RB,TEN,12.0,1.0,,,,,,22.0,145.0,0.0,26.0,21.0,177.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,226.0,301.0,226.0,226.0,71,77.2,56.2
Drake London,21.0,2022,WR,ATL,17.0,15.0,,,,,,0.0,0.0,0.0,117.0,72.0,866.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,88.0,110.0,100.0,98.5,40,182.6,110.6
Drew Sample,26.0,2022,TE,CIN,2.0,2.0,,,,,,0.0,0.0,0.0,2.0,2.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,1.8,-0.2
Duke Johnson,29.0,2022,RB,BUF,1.0,0.0,,,,,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.4,0.4
Durham Smythe,27.0,2022,TE,MIA,16.0,15.0,,,,,,2.0,1.0,1.0,20.0,15.0,129.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,40.0,25.0
Dustin Hopkins,32.0,2022,K,LAC,5.0,0.0,,,,,,,,,,,,,,,0.0,0.0,2.0,2.0,6.0,6.0,2.0,1.0,0.0,0.0,10.0,9.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,219.0,215.0,217.0,21,39.0,39.0
Dwayne Washington,28.0,2022,RB,NOR,12.0,0.0,,,,,,11.0,38.0,0.0,1.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,5.500000000000001,4.5
Dyami Brown,23.0,2022,WR,WAS,15.0,0.0,,,,,,1.0,15.0,0.0,14.0,5.0,143.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,32.8,27.8
Eddy Pi̱eiro,27.0,2022,K,CAR,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,2.0,2.0,17.0,16.0,14.0,13.0,2.0,2.0,35.0,33.0,30.0,32.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,140.0,140.0
Elijah Mitchell,24.0,2022,RB,SFO,5.0,1.0,,,,,,45.0,279.0,2.0,4.0,3.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,58.0,48.0,40.0,52.0,21,43.60000000000001,40.60000000000001
Elijah Moore,22.0,2022,WR,NYJ,16.0,9.0,,,,,,5.0,5.0,0.0,65.0,37.0,446.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,92.0,89.0,88.0,90.0,36,88.1,51.1
Eno Benjamin,23.0,2022,RB,3TM,15.0,3.0,,,,,,77.0,313.0,2.0,34.0,25.0,193.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,225.0,301.0,225.0,225.0,70,87.6,62.599999999999994
Equanimeous St. Brown,26.0,2022,WR,CHI,16.0,16.0,,,,,,6.0,54.0,0.0,38.0,21.0,323.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,64.7,43.7
Eric Saubert,28.0,2022,TE,DEN,17.0,6.0,,,,,,0.0,0.0,0.0,24.0,15.0,148.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,35.8,20.8
Eric Tomlinson,30.0,2022,TE,DEN,17.0,12.0,,,,,,0.0,0.0,0.0,13.0,9.0,79.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,28.9,19.9
Erik Ezukanma,22.0,2022,WR,MIA,1.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,1.3,0.3
Evan Engram,28.0,2022,TE,JAX,17.0,14.0,,,,,,2.0,13.0,0.0,98.0,73.0,766.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,191.0,217.0,177.0,190.0,193.8,22,176.9,103.9
Evan McPherson,23.0,2022,K,CIN,16.0,0.0,,,,,,,,,,,,,,,1.0,1.0,6.0,5.0,4.0,4.0,13.0,9.0,5.0,5.0,29.0,24.0,40.0,44.0,,,,,,,,,,,,,,,,,,,,,,102.0,133.0,127.0,154.0,129.0,2,118.0,118.0
Ezekiel Elliott,27.0,2022,RB,DAL,15.0,14.0,,,,,,231.0,876.0,12.0,23.0,17.0,92.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,29.0,27.0,27.0,30.3,16,185.8,168.8
Feleipe Franks,25.0,2022,QB,ATL,11.0,1.0,,,,,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Foster Moreau,25.0,2022,TE,LVR,15.0,14.0,,,,,,0.0,2.0,0.0,54.0,33.0,420.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,284.0,301.0,284.0,34,87.2,54.2
Frank Darby,25.0,2022,WR,ATL,5.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,2.5,1.5
Freddie Swain,24.0,2022,WR,DEN,3.0,1.0,,,,,,0.0,0.0,0.0,6.0,4.0,74.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,11.4,7.4
Gabriel Davis,23.0,2022,WR,BUF,15.0,15.0,,,,,,0.0,0.0,0.0,93.0,48.0,836.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,75.0,77.0,56.0,67.3,27,173.60000000000002,125.6
Gardner Minshew II,26.0,2022,QB,PHI,5.0,2.0,76.0,44.0,663.0,3.0,3.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,38.81999999999999,38.81999999999999
Garrett Wilson,22.0,2022,WR,NYJ,17.0,12.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,147.0,83.0,1103.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,120.0,157.0,155.0,138.0,50,217.7,134.70000000000002
Gary Brightwell,23.0,2022,RB,NYG,17.0,0.0,,,,,,31.0,141.0,1.0,8.0,5.0,39.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,29.0,24.0
Geno Smith,32.0,2022,QB,SEA,17.0,17.0,572.0,399.0,4282.0,30.0,11.0,68.0,366.0,1.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,311.88,311.88
Geoff Swaim,29.0,2022,TE,TEN,17.0,13.0,,,,,,0.0,0.0,0.0,16.0,12.0,58.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,23.8,11.8
George Kittle,29.0,2022,TE,SFO,15.0,15.0,,,,,,0.0,0.0,0.0,86.0,60.0,765.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,36.0,34.0,48.0,39.8,4,202.5,142.5
George Pickens,21.0,2022,WR,PIT,17.0,12.0,,,,,,3.0,24.0,1.0,84.0,52.0,801.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,111.0,147.0,107.0,127.8,47,164.5,112.5
Gerald Everett,28.0,2022,TE,LAC,16.0,11.0,,,,,,1.0,0.0,0.0,87.0,58.0,555.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,217.0,194.0,161.0,185.0,189.3,21,139.5,81.5
Giovani Bernard,31.0,2022,RB,TAM,8.0,0.0,,,,,,8.0,28.0,0.0,2.0,2.0,-1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,4.700000000000001,2.7
Giovanni Ricci,26.0,2022,TE,CAR,15.0,3.0,,,,,,0.0,0.0,0.0,9.0,8.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,18.0,10.0
Godwin Igwebuike,28.0,2022,RB,SEA,5.0,0.0,,,,,,3.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,1.7,0.7000000000000001
Graham Gano,35.0,2022,K,NYG,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,2.0,2.0,10.0,9.0,11.0,10.0,9.0,8.0,32.0,29.0,32.0,34.0,,,,,,,,,,,,,,,,,,,,,,192.0,301.0,237.0,301.0,214.5,19,138.0,138.0
Grant Calcaterra,24.0,2022,TE,PHI,15.0,2.0,,,,,,0.0,0.0,0.0,9.0,5.0,81.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,13.1,8.1
Green Bay Packers DST,,2022,DEF,GNB,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5721.0,991.0,24.0,321.0,3349.0,22.0,2372.0,18.0,100.0,916.0,29.0,38.2,13.9,34.0,17.0,7.0,11.0,1.0,3.0,7.0,,100.0,146.0,130.0,194.0,142.5,8,109.0,109.0
Greg Dortch,24.0,2022,WR,ARI,16.0,4.0,,,,,,7.0,44.0,0.0,64.0,52.0,467.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,115.1,63.1
Greg Dulcich,22.0,2022,TE,DEN,10.0,6.0,,,,,,0.0,0.0,0.0,55.0,33.0,411.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,86.1,53.1
Greg Joseph,28.0,2022,K,MIN,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,10.0,10.0,5.0,5.0,8.0,7.0,10.0,4.0,33.0,26.0,40.0,46.0,,,,,,,,,,,,,,,,,,,,,,178.0,301.0,200.0,208.0,195.3,13,114.0,114.0
Greg Zuerlein,35.0,2022,K,NYJ,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,5.0,5.0,10.0,10.0,11.0,9.0,11.0,6.0,37.0,30.0,28.0,29.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,130.0,130.0
Gunner Olszewski,26.0,2022,WR,PIT,16.0,2.0,,,,,,8.0,39.0,0.0,7.0,5.0,53.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,14.2,9.2
Gus Edwards,27.0,2022,RB,BAL,9.0,4.0,,,,,,87.0,433.0,3.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,237.0,301.0,257.0,247.0,78,61.3,61.3
Harrison Bryant,24.0,2022,TE,CLE,17.0,9.0,,,,,,1.0,8.0,0.0,42.0,31.0,239.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,61.7,30.700000000000003
Harrison Butker,27.0,2022,K,KAN,13.0,0.0,,,,,,,,,,,,,,,0.0,0.0,7.0,7.0,5.0,4.0,5.0,4.0,7.0,3.0,24.0,18.0,38.0,41.0,,,,,,,,,,,,,,,,,,,,,,116.0,134.0,95.0,171.0,129.0,3,90.0,90.0
Hassan Haskins,23.0,2022,RB,TEN,15.0,1.0,,,,,,25.0,93.0,0.0,12.0,11.0,57.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,245.0,301.0,256.0,250.5,80,26.0,15.0
Hayden Hurst,29.0,2022,TE,CIN,13.0,13.0,,,,,,0.0,0.0,0.0,68.0,52.0,414.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,214.0,225.0,199.0,206.0,23,105.4,53.400000000000006
Houston Texans DST,,2022,DEF,HOU,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6452.0,1134.0,27.0,372.0,3558.0,15.0,2894.0,25.0,95.0,773.0,26.0,35.2,11.9,39.0,16.0,11.0,9.0,1.0,1.0,-2.0,,301.0,301.0,276.0,301.0,276.0,30,99.0,99.0
Hunter Henry,28.0,2022,TE,NWE,17.0,14.0,,,,,,0.0,0.0,0.0,59.0,41.0,509.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,141.0,136.0,126.0,130.3,14,103.9,62.900000000000006
Hunter Renfrow,27.0,2022,WR,LVR,10.0,1.0,,,,,,0.0,0.0,0.0,50.0,36.0,330.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,82.0,84.0,95.0,83.3,34,81.0,45.0
Ian Thomas,26.0,2022,TE,CAR,17.0,17.0,,,,,,0.0,0.0,0.0,30.0,21.0,197.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,40.7,19.700000000000003
Ihmir Smith-Marsette,23.0,2022,WR,CHI,6.0,0.0,,,,,,1.0,-1.0,0.0,4.0,1.0,15.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,2.4,1.4
Indianapolis Colts DST,,2022,DEF,IND,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5678.0,1092.0,21.0,344.0,3569.0,25.0,2109.0,20.0,89.0,725.0,33.0,36.0,10.2,44.0,10.0,11.0,13.0,0.0,3.0,-6.0,,136.0,147.0,67.0,144.0,123.5,4,98.0,98.0
Irv Smith Jr.,24.0,2022,TE,MIN,8.0,1.0,,,,,,0.0,0.0,0.0,36.0,25.0,182.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,169.0,240.0,132.0,175.8,19,55.2,30.2
