Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Fumbles Lost,Field Goals Attempted 0-19,Field Goals Made 0-19,Field Goals Attempted 20-29,Field Goals Made 20-29,Field Goals Attempted 30-39,Field Goals Made 30-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Made,Extra Points Attempted,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP,PPR Fantasy Points Scored,Standard Fantasy Points Scored
Byron Pringle,29.0,2022,WR,CHI,11.0,4.0,,,,,,0.0,0.0,0.0,16.0,10.0,135.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,289.0,301.0,289.0,95,35.5,25.5
C.J. Beathard,29.0,2022,QB,JAX,4.0,0.0,11.0,7.0,35.0,0.0,1.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,-1.0,-1.0
C.J. Board,29.0,2022,WR,TEN,4.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,1.6,0.6000000000000001
C.J. Ham,29.0,2022,RB,MIN,17.0,4.0,,,,,,4.0,7.0,2.0,12.0,10.0,86.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,31.299999999999997,21.299999999999997
C.J. Uzomah,29.0,2022,TE,NYJ,15.0,13.0,,,,,,0.0,0.0,0.0,27.0,21.0,232.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,215.0,301.0,215.0,26,56.2,35.2
Cade Johnson,24.0,2022,WR,SEA,3.0,0.0,,,,,,0.0,0.0,0.0,4.0,2.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,4.1,2.1
Cade Otton,23.0,2022,TE,TAM,16.0,11.0,,,,,,0.0,0.0,0.0,65.0,42.0,391.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,93.1,51.1
Cade York,21.0,2022,K,CLE,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,5.0,5.0,12.0,9.0,8.0,6.0,7.0,4.0,32.0,24.0,35.0,37.0,,,,,,,,,,,,,,,,,,,,,,204.0,301.0,248.0,250.0,234.0,24,109.0,109.0
Cairo Santos,31.0,2022,K,CHI,16.0,0.0,,,,,,,,,,,,,,,0.0,0.0,4.0,4.0,7.0,7.0,7.0,6.0,5.0,4.0,23.0,21.0,27.0,32.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,230.0,301.0,230.0,23,92.0,92.0
Caleb Huntley,24.0,2022,RB,ATL,12.0,0.0,,,,,,76.0,366.0,1.0,2.0,2.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,44.9,42.9
Caleb Shudak,25.0,2022,K,TEN,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,9.0,9.0
Cam Akers,23.0,2022,RB,LAR,15.0,9.0,,,,,,188.0,786.0,7.0,18.0,13.0,117.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,37.0,53.0,36.0,39.8,18,145.3,132.3
Cam Sims,26.0,2022,WR,WAS,17.0,3.0,,,,,,0.0,0.0,0.0,18.0,8.0,89.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,16.9,8.9
Cameron Brate,31.0,2022,TE,TAM,11.0,1.0,,,,,,0.0,0.0,0.0,38.0,20.0,174.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,239.0,212.0,269.0,240.0,30,37.400000000000006,17.400000000000002
Cameron Dicker,22.0,2022,K,2TM,11.0,0.0,,,,,,,,,,,,,,,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,0.0,22.0,21.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,93.0,93.0
Carolina Panthers DST,,2022,DEF,CAR,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953.0,1103.0,17.0,346.0,3868.0,25.0,2085.0,17.0,105.0,866.0,27.0,34.2,8.3,35.0,10.0,7.0,7.0,0.0,3.0,5.0,,301.0,301.0,228.0,274.0,251.0,25,92.0,92.0
Carson Wentz,30.0,2022,QB,WAS,8.0,7.0,276.0,172.0,1755.0,11.0,9.0,22.0,86.0,1.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,301.0,226.0,222.0,208.3,25,110.8,110.8
Case Keenum,34.0,2022,QB,BUF,2.0,0.0,7.0,2.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.32,0.32
Cedrick Wilson Jr.,27.0,2022,WR,MIA,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,18.0,12.0,136.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,278.0,301.0,278.0,91,26.4,14.400000000000002
CeeDee Lamb,23.0,2022,WR,DAL,17.0,17.0,,,,,,10.0,47.0,0.0,156.0,107.0,1359.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,17.0,21.0,21.0,19.5,7,301.6,194.6
Chad Henne,37.0,2022,QB,KAN,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,-0.5,-0.5
Charlie Kolar,23.0,2022,TE,BAL,2.0,0.0,,,,,,0.0,0.0,0.0,6.0,4.0,49.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,8.9,4.9
Charlie Woerner,25.0,2022,TE,SFO,17.0,2.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Chase Claypool,24.0,2022,WR,PIT,8.0,8.0,1.0,1.0,1.0,1.0,0.0,9.0,59.0,0.0,79.0,46.0,451.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,114.0,118.0,122.0,116.3,45,107.04,61.040000000000006
Chase Daniel,36.0,2022,QB,LAC,4.0,0.0,12.0,8.0,52.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,6.48,6.48
Chase Edmonds,26.0,2022,RB,2TM,13.0,3.0,,,,,,68.0,245.0,2.0,24.0,16.0,157.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,87.0,111.0,55.0,86.8,34,74.2,58.2
Chase McLaughlin,26.0,2022,K,IND,16.0,0.0,,,,,,,,,,,,,,,0.0,0.0,7.0,7.0,6.0,5.0,11.0,9.0,12.0,9.0,36.0,30.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,132.0,132.0
Chicago Bears DST,,2022,DEF,CHI,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6390.0,1043.0,23.0,361.0,3716.0,22.0,2674.0,31.0,84.0,647.0,26.0,41.8,11.9,20.0,14.0,9.0,10.0,0.0,0.0,-12.0,,301.0,301.0,223.0,272.0,247.5,24,54.0,54.0
Chigoziem Okonkwo,23.0,2022,TE,TEN,17.0,8.0,,,,,,3.0,2.0,0.0,46.0,32.0,450.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,95.2,63.2
Chris Boswell,31.0,2022,K,PIT,12.0,0.0,,,,,,,,,,,,,,,0.0,0.0,4.0,4.0,5.0,4.0,10.0,5.0,9.0,7.0,28.0,20.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,198.0,301.0,150.0,260.0,202.7,16,89.0,89.0
Chris Conley,30.0,2022,WR,2TM,9.0,1.0,,,,,,0.0,0.0,0.0,7.0,4.0,46.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,8.600000000000001,4.6000000000000005
Chris Evans,25.0,2022,RB,CIN,12.0,0.0,,,,,,0.0,0.0,0.0,4.0,3.0,38.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,280.0,280.0,85,12.8,9.8
Chris Godwin,26.0,2022,WR,TAM,15.0,13.0,,,,,,3.0,5.0,0.0,142.0,104.0,1023.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,59.0,65.0,57.0,66.0,61.8,23,226.8,122.8
Chris Manhertz,30.0,2022,TE,JAX,17.0,11.0,,,,,,0.0,0.0,0.0,8.0,6.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,10.2,4.2
Chris Moore,29.0,2022,WR,HOU,16.0,7.0,,,,,,3.0,3.0,0.0,74.0,48.0,548.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,115.1,67.1
Chris Myarick,27.0,2022,RB,NYG,16.0,8.0,,,,,,0.0,0.0,0.0,8.0,7.0,65.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,19.5,12.5
Chris Olave,22.0,2022,WR,NOR,15.0,9.0,,,,,,0.0,0.0,0.0,119.0,72.0,1042.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,102.0,126.0,106.0,110.8,44,200.2,128.2
Chris Streveler,27.0,2022,QB,NYJ,2.0,1.0,15.0,10.0,90.0,0.0,0.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,9.0,9.0
Christian Kirk,26.0,2022,WR,JAX,17.0,17.0,1.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,133.0,84.0,1108.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,105.0,125.0,89.0,100.3,41,243.9,159.9
Christian McCaffrey,26.0,2022,RB,SFO,11.0,10.0,1.0,1.0,34.0,1.0,0.0,244.0,1139.0,8.0,108.0,85.0,741.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2,356.36,271.36
Christian Watson,23.0,2022,WR,GNB,14.0,11.0,,,,,,7.0,80.0,2.0,66.0,41.0,611.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,174.0,202.0,189.0,188.3,65,164.1,123.1
Chuba Hubbard,23.0,2022,RB,CAR,15.0,2.0,,,,,,95.0,466.0,2.0,17.0,14.0,171.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,188.0,182.0,209.0,193.0,59,89.69999999999999,75.7
Cincinnati Bengals DST,,2022,DEF,CIN,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5371.0,996.0,24.0,295.0,3665.0,17.0,1706.0,12.0,100.0,832.0,20.0,36.4,13.1,30.0,13.0,11.0,13.0,0.0,1.0,12.0,,195.0,221.0,189.0,277.0,220.5,19,96.0,96.0
Cleveland Browns DST,,2022,DEF,CLE,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5631.0,1041.0,20.0,329.0,3336.0,20.0,2295.0,22.0,88.0,714.0,34.0,38.5,10.2,34.0,11.0,9.0,10.0,0.0,4.0,4.0,,188.0,201.0,199.0,204.0,198.0,17,102.0,102.0
Clyde Edwards-Helaire,23.0,2022,RB,KAN,10.0,6.0,,,,,,71.0,302.0,3.0,23.0,17.0,151.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,67.0,59.0,70.0,64.0,24,98.3,81.30000000000001
Cody Hollister,29.0,2022,WR,TEN,11.0,3.0,,,,,,0.0,0.0,0.0,5.0,3.0,54.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,8.4,5.4
Cody White,24.0,2022,WR,PIT,1.0,1.0,,,,,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,1.2,0.2
Colby Parkinson,23.0,2022,TE,SEA,17.0,2.0,,,,,,0.0,0.0,0.0,34.0,25.0,322.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,69.2,44.2
Cole Beasley,33.0,2022,WR,2TM,4.0,1.0,,,,,,0.0,0.0,0.0,7.0,6.0,35.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,9.5,3.5
Cole Kmet,23.0,2022,TE,CHI,17.0,17.0,,,,,,2.0,9.0,0.0,69.0,50.0,544.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,116.0,143.0,113.0,121.8,12,147.3,97.3
Cole Turner,22.0,2022,TE,WAS,10.0,2.0,,,,,,0.0,0.0,0.0,9.0,2.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,4.300000000000001,2.3000000000000003
Colt McCoy,36.0,2022,QB,ARI,4.0,3.0,132.0,90.0,780.0,1.0,3.0,14.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,32.800000000000004,32.800000000000004
Connor Heyward,23.0,2022,TE,PIT,17.0,0.0,,,,,,2.0,27.0,0.0,17.0,12.0,151.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,35.8,23.8
Cooper Kupp,29.0,2022,WR,LAR,9.0,9.0,1.0,0.0,0.0,0.0,0.0,9.0,52.0,1.0,98.0,75.0,812.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,3.0,5.0,4.0,1,203.4,128.4
Cooper Rush,29.0,2022,QB,DAL,9.0,5.0,162.0,94.0,1051.0,5.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,56.64,56.64
Cordarrelle Patterson,31.0,2022,RB,ATL,13.0,11.0,,,,,,144.0,695.0,8.0,31.0,21.0,122.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,81.0,93.0,77.0,85.8,32,150.7,129.7
Corey Bojorquez,26.0,2022,K,CLE,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Corey Clement,28.0,2022,RB,ARI,9.0,1.0,,,,,,15.0,55.0,1.0,7.0,5.0,54.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,21.9,16.9
Corey Davis,27.0,2022,WR,NYJ,13.0,10.0,,,,,,0.0,0.0,0.0,64.0,32.0,536.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,187.0,236.0,211.5,71,97.6,65.6
Courtland Sutton,27.0,2022,WR,DEN,15.0,15.0,,,,,,1.0,5.0,0.0,109.0,64.0,829.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,47.0,92.0,42.0,58.0,21,159.4,95.4
Craig Reynolds,26.0,2022,RB,DET,9.0,0.0,,,,,,23.0,102.0,0.0,10.0,9.0,116.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,30.800000000000004,21.800000000000004
Curtis Samuel,26.0,2022,WR,WAS,17.0,12.0,,,,,,38.0,187.0,1.0,92.0,64.0,656.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,243.0,274.0,273.0,263.3,88,178.3,114.3
D'Andre Swift,23.0,2022,RB,DET,14.0,8.0,,,,,,99.0,542.0,5.0,70.0,48.0,389.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,14.0,22.0,11.0,15.5,9,189.1,141.10000000000002
D'Ernest Johnson,26.0,2022,RB,CLE,15.0,0.0,,,,,,4.0,17.0,0.0,3.0,3.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,292.0,241.0,266.5,84,5.4,2.4000000000000004
D'Onta Foreman,26.0,2022,RB,CAR,17.0,9.0,,,,,,203.0,914.0,5.0,9.0,5.0,26.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,301.0,211.0,271.0,175.0,219.0,67,131.0,126.0
D'Wayne Eskridge,25.0,2022,WR,SEA,10.0,0.0,,,,,,2.0,10.0,0.0,13.0,7.0,58.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,13.8,6.800000000000001
D.J. Moore,25.0,2022,WR,CAR,17.0,17.0,,,,,,10.0,53.0,0.0,118.0,63.0,888.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,42.0,60.0,41.0,43.8,15,199.1,136.10000000000002
D.K. Metcalf,25.0,2022,WR,SEA,17.0,17.0,,,,,,0.0,0.0,0.0,141.0,90.0,1048.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,48.0,39.0,60.0,48.3,19,230.8,140.8
DJ Chark,26.0,2022,WR,DET,11.0,10.0,,,,,,0.0,0.0,0.0,52.0,30.0,502.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,170.0,140.0,135.0,147.5,55,98.2,68.2
DJ Turner,25.0,2022,WR,LVR,9.0,0.0,,,,,,4.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,2.6,2.6
Dak Prescott,29.0,2022,QB,DAL,12.0,12.0,394.0,261.0,2860.0,23.0,15.0,45.0,182.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,91.0,72.0,90.0,82.0,11,200.6,200.6
Dallas Cowboys DST,,2022,DEF,DAL,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5613.0,1101.0,33.0,327.0,3415.0,23.0,2198.0,9.0,98.0,851.0,34.0,33.5,16.2,54.0,16.0,17.0,21.0,0.0,3.0,14.0,,130.0,139.0,108.0,178.0,138.8,7,152.0,152.0
Dallas Goedert,27.0,2022,TE,PHI,12.0,12.0,,,,,,0.0,0.0,0.0,69.0,55.0,702.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,71.0,52.0,80.0,70.5,8,143.2,88.2
Dalton Schultz,26.0,2022,TE,DAL,15.0,15.0,,,,,,0.0,0.0,0.0,89.0,57.0,577.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,55.0,54.0,63.0,57.3,6,144.7,87.7
Dalvin Cook,27.0,2022,RB,MIN,17.0,17.0,0.0,0.0,0.0,0.0,0.0,264.0,1173.0,8.0,56.0,39.0,295.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0,7.0,7.0,7.5,5,245.8,206.8
Dameon Pierce,22.0,2022,RB,HOU,13.0,13.0,,,,,,220.0,939.0,4.0,39.0,30.0,165.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,96.0,121.0,39.0,83.5,28,170.4,140.4
Damien Harris,25.0,2022,RB,NWE,11.0,9.0,,,,,,106.0,462.0,3.0,23.0,17.0,97.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,79.0,81.0,86.0,83.8,29,90.9,73.9
Damien Williams,30.0,2022,RB,ATL,1.0,1.0,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,231.0,231.0,73,0.2,0.2
Damiere Byrd,29.0,2022,WR,ATL,14.0,4.0,,,,,,0.0,0.0,0.0,23.0,13.0,268.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,51.8,38.8
Dan Arnold,27.0,2022,TE,JAX,17.0,0.0,,,,,,0.0,0.0,0.0,13.0,9.0,135.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,22.5,13.5
Daniel Bellinger,22.0,2022,TE,NYG,12.0,11.0,,,,,,1.0,2.0,1.0,35.0,30.0,268.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,75.0,45.0
Daniel Carlson,27.0,2022,K,LVR,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.0,9.0,11.0,11.0,4.0,3.0,13.0,11.0,37.0,34.0,35.0,36.0,,,,,,,,,,,,,,,,,,,,,,127.0,135.0,119.0,148.0,132.3,4,157.0,157.0
Daniel Jones,25.0,2022,QB,NYG,16.0,16.0,472.0,317.0,3205.0,15.0,5.0,120.0,708.0,7.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,235.0,231.0,202.0,213.8,26,291.0,291.0
Danny Gray,23.0,2022,WR,SFO,13.0,0.0,,,,,,1.0,9.0,0.0,7.0,1.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,2.9,1.9
Dante Pettis,27.0,2022,WR,CHI,17.0,7.0,,,,,,2.0,37.0,0.0,41.0,19.0,245.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,65.2,46.2
Dare Ogunbowale,28.0,2022,RB,HOU,17.0,4.0,,,,,,42.0,123.0,1.0,26.0,20.0,104.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,48.7,28.700000000000003
Dareke Young,23.0,2022,WR,SEA,13.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,4.4,2.4000000000000004
Darius Slayton,25.0,2022,WR,NYG,16.0,11.0,,,,,,0.0,0.0,0.0,71.0,46.0,724.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,130.4,84.4
Darnell Mooney,25.0,2022,WR,CHI,12.0,12.0,,,,,,1.0,2.0,0.0,61.0,40.0,493.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,73.0,100.0,58.0,73.5,30,101.5,61.50000000000001
Darrel Williams,27.0,2022,RB,ARI,6.0,0.0,,,,,,21.0,102.0,1.0,8.0,4.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,219.0,301.0,164.0,191.5,58,21.1,17.1
Darrell Henderson,25.0,2022,RB,LAR,10.0,7.0,,,,,,70.0,283.0,3.0,22.0,17.0,102.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,126.0,144.0,104.0,132.5,42,73.5,56.5
Darren Waller,30.0,2022,TE,LVR,9.0,6.0,,,,,,0.0,0.0,0.0,43.0,28.0,388.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,41.0,40.0,51.0,44.8,5,84.80000000000001,56.8
Darrynton Evans,24.0,2022,RB,CHI,6.0,0.0,,,,,,14.0,64.0,0.0,1.0,1.0,33.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,10.7,9.7
Davante Adams,30.0,2022,WR,LVR,17.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,180.0,100.0,1516.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.0,11.0,15.0,12.3,4,335.5,235.5
David Bell,22.0,2022,WR,CLE,16.0,3.0,,,,,,0.0,0.0,0.0,35.0,24.0,214.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,241.0,301.0,245.0,243.0,83,45.400000000000006,21.4
