Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Field Goals Attempted 0-39,Field Goals Made 0-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Attempted,Extra Points Made,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP,PPR Fantasy Points Scored,Standard Fantasy Points Scored,Total_Injuries
Detroit Lions DST,,2022,DEF,DET,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,6670.0,1076.0,22.0,377.0,4179.0,26.0,2491.0,22.0,103.0,818.0,33.0,41.2,11.9,39.0,12.0,10.0,12.0,1.0,2.0,0.0,,,,259.0,,259.0,27.0,97.0,97.0,0.0
Deven Thompkins,23.0,2022,WR,TAM,5.0,1.0,,,,,,2.0,26.0,0.0,10.0,5.0,32.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,8.8,3.8,0.0
Devin Asiasi,25.0,2022,TE,CIN,12.0,0.0,,,,,,0.0,0.0,0.0,4.0,2.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,2.5,0.5,1.0
Devin Duvernay,25.0,2022,WR,BAL,14.0,13.0,,,,,,12.0,84.0,1.0,49.0,37.0,407.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,108.1,71.1,0.0
Devin Singletary,25.0,2022,RB,BUF,16.0,16.0,,,,,,177.0,819.0,5.0,52.0,38.0,280.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,89.0,102.0,73.0,82.5,26.0,177.9,139.9,0.0
Devine Ozigbo,26.0,2022,RB,DEN,4.0,0.0,,,,,,3.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,1.7,0.7,0.0
Dezmon Patmon,24.0,2022,WR,IND,1.0,0.0,,,,,,0.0,0.0,0.0,6.0,2.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,4.4,2.4,0.0
Diontae Johnson,26.0,2022,WR,PIT,17.0,17.0,,,,,,7.0,25.0,0.0,147.0,86.0,882.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,43.0,45.0,41.0,46.0,43.8,16.0,178.7,92.7,1.0
Dominik Eberle,26.0,2022,K,DET,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,2.0,2.0,0.0
Donald Parham,25.0,2022,TE,LAC,6.0,1.0,,,,,,0.0,0.0,0.0,12.0,10.0,130.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,29.0,19.0,3.0
Donovan Peoples-Jones,23.0,2022,WR,CLE,17.0,14.0,,,,,,1.0,2.0,0.0,96.0,61.0,839.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,263.0,262.0,253.7,86.0,161.1,100.1,0.0
Dontrell Hilliard,27.0,2022,RB,TEN,12.0,1.0,,,,,,22.0,145.0,0.0,26.0,21.0,177.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,,226.0,226.0,70.0,77.2,56.2,1.0
Drake London,21.0,2022,WR,ATL,17.0,15.0,,,,,,0.0,0.0,0.0,117.0,72.0,866.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,88.0,110.0,100.0,98.5,40.0,176.6,104.6,0.0
Drew Sample,26.0,2022,TE,CIN,2.0,2.0,,,,,,0.0,0.0,0.0,2.0,2.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,1.8,-0.2,2.0
Duke Johnson,29.0,2022,RB,BUF,1.0,0.0,,,,,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.4,0.4,0.0
Durham Smythe,27.0,2022,TE,MIA,16.0,15.0,,,,,,2.0,1.0,1.0,20.0,15.0,129.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,40.0,25.0,0.0
Dustin Hopkins,32.0,2022,K,LAC,5.0,0.0,,,,,,,,,,,,,,8.0,8.0,2.0,1.0,0.0,0.0,10.0,9.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,219.0,215.0,217.0,21.0,39.0,39.0,3.0
Dwayne Washington,28.0,2022,RB,NOR,12.0,0.0,,,,,,11.0,38.0,0.0,1.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,5.5,4.5,4.0
Dyami Brown,23.0,2022,WR,WAS,15.0,0.0,,,,,,1.0,15.0,0.0,14.0,5.0,143.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,32.8,27.8,1.0
Eddy Pi̱eiro,27.0,2022,K,CAR,17.0,0.0,,,,,,,,,,,,,,19.0,18.0,14.0,13.0,2.0,2.0,35.0,33.0,32.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,140.0,140.0,0.0
Elijah Mitchell,24.0,2022,RB,SFO,5.0,1.0,,,,,,45.0,279.0,2.0,4.0,3.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,58.0,48.0,40.0,52.0,21.0,43.6,40.6,2.0
Elijah Moore,22.0,2022,WR,NYJ,16.0,9.0,,,,,,5.0,5.0,0.0,65.0,37.0,446.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,92.0,89.0,88.0,90.0,36.0,86.1,49.1,1.0
Eno Benjamin,23.0,2022,RB,3TM,15.0,3.0,,,,,,77.0,313.0,2.0,34.0,25.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,225.0,,225.0,225.0,69.0,87.6,62.6,0.0
Equanimeous St. Brown,26.0,2022,WR,CHI,16.0,16.0,,,,,,6.0,54.0,0.0,38.0,21.0,323.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,62.7,41.7,1.0
Eric Saubert,28.0,2022,TE,DEN,17.0,6.0,,,,,,0.0,0.0,0.0,24.0,15.0,148.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,35.8,20.8,0.0
Eric Tomlinson,30.0,2022,TE,DEN,17.0,12.0,,,,,,0.0,0.0,0.0,13.0,9.0,79.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,28.9,19.9,0.0
Erik Ezukanma,22.0,2022,WR,MIA,1.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,1.3,0.3,0.0
Evan Engram,28.0,2022,TE,JAX,17.0,14.0,,,,,,2.0,13.0,0.0,98.0,73.0,766.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,191.0,217.0,177.0,190.0,193.8,22.0,176.9,103.9,0.0
Evan McPherson,23.0,2022,K,CIN,16.0,0.0,,,,,,,,,,,,,,11.0,10.0,13.0,9.0,5.0,5.0,29.0,24.0,44.0,40.0,,,,,,,,,,,,,,,,,,,,,,102.0,133.0,127.0,154.0,129.0,2.0,118.0,118.0,0.0
Ezekiel Elliott,27.0,2022,RB,DAL,15.0,14.0,,,,,,231.0,876.0,12.0,23.0,17.0,92.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,29.0,27.0,27.0,30.3,16.0,185.8,168.8,1.0
Feleipe Franks,25.0,2022,QB,ATL,11.0,1.0,,,,,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,3.0
Foster Moreau,25.0,2022,TE,LVR,15.0,14.0,,,,,,0.0,2.0,0.0,54.0,33.0,420.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0,,284.0,34.0,85.2,52.2,1.0
Frank Darby,25.0,2022,WR,ATL,5.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,2.5,1.5,0.0
Freddie Swain,24.0,2022,WR,DEN,3.0,1.0,,,,,,0.0,0.0,0.0,6.0,4.0,74.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,9.4,5.4,0.0
Gabriel Davis,23.0,2022,WR,BUF,15.0,15.0,,,,,,0.0,0.0,0.0,93.0,48.0,836.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,75.0,77.0,56.0,67.3,27.0,171.6,123.6,0.0
Gardner Minshew II,26.0,2022,QB,PHI,5.0,2.0,76.0,44.0,663.0,3.0,3.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,30.82,30.82,0.0
Garrett Wilson,22.0,2022,WR,NYJ,17.0,12.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,147.0,83.0,1103.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,120.0,157.0,155.0,138.0,50.0,213.7,130.7,0.0
Gary Brightwell,23.0,2022,RB,NYG,17.0,0.0,,,,,,31.0,141.0,1.0,8.0,5.0,39.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,29.0,24.0,0.0
Geno Smith,32.0,2022,QB,SEA,17.0,17.0,572.0,399.0,4282.0,30.0,11.0,68.0,366.0,1.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,295.88,295.88,0.0
Geoff Swaim,29.0,2022,TE,TEN,17.0,13.0,,,,,,0.0,0.0,0.0,16.0,12.0,58.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,23.8,11.8,0.0
George Kittle,29.0,2022,TE,SFO,15.0,15.0,,,,,,0.0,0.0,0.0,86.0,60.0,765.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,36.0,34.0,48.0,39.8,4.0,200.5,140.5,2.0
George Pickens,21.0,2022,WR,PIT,17.0,12.0,,,,,,3.0,24.0,1.0,84.0,52.0,801.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,111.0,147.0,107.0,127.8,47.0,164.5,112.5,1.0
Gerald Everett,28.0,2022,TE,LAC,16.0,11.0,,,,,,1.0,0.0,0.0,87.0,58.0,555.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,217.0,194.0,161.0,185.0,189.3,21.0,139.5,81.5,0.0
Giovani Bernard,31.0,2022,RB,TAM,8.0,0.0,,,,,,8.0,28.0,0.0,2.0,2.0,-1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,2.7,0.7,0.0
Giovanni Ricci,26.0,2022,TE,CAR,15.0,3.0,,,,,,0.0,0.0,0.0,9.0,8.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,18.0,10.0,1.0
Godwin Igwebuike,28.0,2022,RB,SEA,5.0,0.0,,,,,,3.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,1.7,0.7,0.0
Graham Gano,35.0,2022,K,NYG,17.0,0.0,,,,,,,,,,,,,,12.0,11.0,11.0,10.0,9.0,8.0,32.0,29.0,34.0,32.0,,,,,,,,,,,,,,,,,,,,,,192.0,,237.0,,214.5,19.0,138.0,138.0,0.0
Grant Calcaterra,24.0,2022,TE,PHI,15.0,2.0,,,,,,0.0,0.0,0.0,9.0,5.0,81.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,13.1,8.1,0.0
Green Bay Packers DST,,2022,DEF,GNB,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5721.0,991.0,24.0,321.0,3349.0,22.0,2372.0,18.0,100.0,916.0,29.0,38.2,13.9,34.0,17.0,7.0,11.0,1.0,3.0,0.0,,100.0,146.0,130.0,194.0,142.5,8.0,102.0,102.0,0.0
Greg Dortch,24.0,2022,WR,ARI,16.0,4.0,,,,,,7.0,44.0,0.0,64.0,52.0,467.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,113.1,61.1,1.0
Greg Dulcich,22.0,2022,TE,DEN,10.0,6.0,,,,,,0.0,0.0,0.0,55.0,33.0,411.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,86.1,53.1,1.0
Greg Joseph,28.0,2022,K,MIN,17.0,0.0,,,,,,,,,,,,,,15.0,15.0,8.0,7.0,10.0,4.0,33.0,26.0,46.0,40.0,,,,,,,,,,,,,,,,,,,,,,178.0,,200.0,208.0,195.3,13.0,114.0,114.0,0.0
Greg Zuerlein,35.0,2022,K,NYJ,17.0,0.0,,,,,,,,,,,,,,15.0,15.0,11.0,9.0,11.0,6.0,37.0,30.0,29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,130.0,130.0,0.0
Gunner Olszewski,26.0,2022,WR,PIT,16.0,2.0,,,,,,8.0,39.0,0.0,7.0,5.0,53.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,10.2,5.2,0.0
Gus Edwards,27.0,2022,RB,BAL,9.0,4.0,,,,,,87.0,433.0,3.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,,257.0,247.0,77.0,59.3,59.3,1.0
Harrison Bryant,24.0,2022,TE,CLE,17.0,9.0,,,,,,1.0,8.0,0.0,42.0,31.0,239.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,61.7,30.7,0.0
Harrison Butker,27.0,2022,K,KAN,13.0,0.0,,,,,,,,,,,,,,12.0,11.0,5.0,4.0,7.0,3.0,24.0,18.0,41.0,38.0,,,,,,,,,,,,,,,,,,,,,,116.0,134.0,95.0,171.0,129.0,3.0,90.0,90.0,4.0
Hassan Haskins,23.0,2022,RB,TEN,15.0,1.0,,,,,,25.0,93.0,0.0,12.0,11.0,57.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,,256.0,250.5,79.0,26.0,15.0,0.0
Hayden Hurst,29.0,2022,TE,CIN,13.0,13.0,,,,,,0.0,0.0,0.0,68.0,52.0,414.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,214.0,225.0,199.0,206.0,23.0,105.4,53.4,3.0
Houston Texans DST,,2022,DEF,HOU,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,6452.0,1134.0,27.0,372.0,3558.0,15.0,2894.0,25.0,95.0,773.0,26.0,35.2,11.9,39.0,16.0,11.0,9.0,1.0,1.0,0.0,,,,276.0,,276.0,30.0,101.0,101.0,0.0
Hunter Henry,28.0,2022,TE,NWE,17.0,14.0,,,,,,0.0,0.0,0.0,59.0,41.0,509.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,141.0,136.0,126.0,130.3,14.0,103.9,62.9,0.0
Hunter Renfrow,27.0,2022,WR,LVR,10.0,1.0,,,,,,0.0,0.0,0.0,50.0,36.0,330.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,82.0,84.0,95.0,83.3,34.0,75.0,39.0,2.0
Ian Thomas,26.0,2022,TE,CAR,17.0,17.0,,,,,,0.0,0.0,0.0,30.0,21.0,197.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,40.7,19.7,1.0
Ihmir Smith-Marsette,23.0,2022,WR,CHI,6.0,0.0,,,,,,1.0,-1.0,0.0,4.0,1.0,15.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.4,-0.6,0.0
Indianapolis Colts DST,,2022,DEF,IND,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5678.0,1092.0,21.0,344.0,3569.0,25.0,2109.0,20.0,89.0,725.0,33.0,36.0,10.2,44.0,10.0,11.0,13.0,0.0,3.0,0.0,,136.0,147.0,67.0,144.0,123.5,4.0,104.0,104.0,0.0
Irv Smith Jr.,24.0,2022,TE,MIN,8.0,1.0,,,,,,0.0,0.0,0.0,36.0,25.0,182.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,169.0,240.0,132.0,175.8,19.0,53.2,28.2,0.0
Isaiah Hodgins,24.0,2022,WR,2TM,10.0,5.0,,,,,,0.0,0.0,0.0,48.0,37.0,392.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,98.2,61.2,0.0
Isaiah Likely,22.0,2022,TE,BAL,16.0,2.0,,,,,,0.0,0.0,0.0,60.0,36.0,373.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,,232.0,210.0,221.0,27.0,91.3,55.3,0.0
Isaiah McKenzie,27.0,2022,WR,BUF,15.0,8.0,,,,,,9.0,55.0,1.0,65.0,42.0,423.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,173.0,175.0,157.0,176.3,62.0,119.8,77.8,1.0
Isaiah Spiller,21.0,2022,RB,LAC,6.0,0.0,,,,,,18.0,41.0,0.0,3.0,3.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,270.0,176.0,199.7,60.0,8.4,5.4,0.0
Isiah Pacheco,23.0,2022,RB,KAN,17.0,11.0,,,,,,170.0,830.0,5.0,14.0,13.0,130.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,175.0,162.0,,178.0,51.0,131.0,118.0,0.0
J.D. McKissic,29.0,2022,RB,WAS,8.0,0.0,,,,,,22.0,95.0,0.0,40.0,27.0,173.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,163.0,171.0,204.0,123.0,165.3,47.0,55.8,28.8,2.0
J.J. Taylor,24.0,2022,RB,NWE,1.0,0.0,,,,,,10.0,9.0,0.0,1.0,1.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,288.0,86.0,2.7,1.7,0.0
J.K. Dobbins,24.0,2022,RB,BAL,8.0,8.0,,,,,,92.0,520.0,2.0,8.0,7.0,42.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,54.0,50.0,49.0,52.0,22.0,81.2,74.2,2.0
JK Scott,27.0,2022,K,LAC,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,0.0
Ja'Marr Chase,22.0,2022,WR,CIN,12.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,134.0,87.0,1046.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,8.0,9.0,8.3,3.0,242.4,155.4,3.0
Jack Fox,26.0,2022,K,DET,17.0,0.0,1.0,1.0,6.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,0.0
Jack Stoll,24.0,2022,TE,PHI,17.0,11.0,,,,,,0.0,0.0,0.0,14.0,11.0,123.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,23.3,12.3,0.0
Jacksonville Jaguars DST,,2022,DEF,JAX,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,6006.0,1106.0,27.0,350.0,4055.0,25.0,1951.0,14.0,90.0,683.0,25.0,36.1,14.4,35.0,14.0,13.0,16.0,0.0,4.0,0.0,,,,290.0,,290.0,31.0,113.0,113.0,0.0
Jacob Eason,25.0,2022,QB,CAR,1.0,0.0,5.0,3.0,59.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.36,0.36,0.0
Jacob Harris,25.0,2022,WR,LAR,7.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,1.6,0.6,0.0
Jacoby Brissett,30.0,2022,QB,CLE,16.0,11.0,369.0,236.0,2608.0,12.0,6.0,49.0,243.0,2.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,164.62,164.62,0.0
Jaelon Darden,23.0,2022,WR,TAM,12.0,0.0,,,,,,1.0,2.0,0.0,2.0,2.0,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,4.8,2.8,0.0
Jahan Dotson,22.0,2022,WR,WAS,12.0,10.0,,,,,,2.0,-7.0,0.0,61.0,35.0,523.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,160.0,241.0,147.0,174.8,61.0,128.6,93.6,5.0
Jake Bailey,25.0,2022,K,NWE,9.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,1.0
Jake Camarda,23.0,2022,K,TAM,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,0.0
Jake Elliott,27.0,2022,K,PHI,16.0,0.0,,,,,,,,,,,,,,15.0,14.0,2.0,1.0,6.0,5.0,23.0,20.0,53.0,51.0,,,,,,,,,,,,,,,,,,,,,,214.0,,198.0,242.0,218.0,22.0,115.0,115.0,1.0
Jake Ferguson,23.0,2022,TE,DAL,16.0,8.0,,,,,,0.0,0.0,0.0,22.0,19.0,174.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,48.4,29.4,1.0
Jake Kumerow,30.0,2022,WR,BUF,6.0,1.0,,,,,,0.0,0.0,0.0,7.0,4.0,64.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,10.4,6.4,4.0
Jake Tonges,23.0,2022,TE,CHI,4.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,0.0
Jakob Johnson,28.0,2022,RB,LVR,17.0,9.0,,,,,,0.0,0.0,0.0,6.0,5.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,6.0,1.0,0.0
Jakobi Meyers,26.0,2022,WR,NWE,14.0,13.0,,,,,,2.0,-11.0,0.0,96.0,67.0,804.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,172.0,206.0,138.0,162.3,59.0,178.3,111.3,1.0
Jalen Camp,24.0,2022,WR,HOU,2.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,1.7,0.7,0.0
Jalen Guyton,25.0,2022,WR,LAC,3.0,0.0,,,,,,0.0,0.0,0.0,4.0,2.0,64.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,8.4,6.4,0.0
Jalen Hurts,24.0,2022,QB,PHI,15.0,15.0,460.0,306.0,3701.0,22.0,6.0,165.0,760.0,13.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,56.0,62.0,49.0,54.0,55.3,6.0,364.04,364.04,1.0
Jalen Nailor,23.0,2022,WR,MIN,15.0,0.0,,,,,,0.0,0.0,0.0,13.0,9.0,179.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,32.9,23.9,0.0
Jalen Reagor,23.0,2022,WR,MIN,17.0,0.0,,,,,,4.0,25.0,0.0,13.0,8.0,104.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,18.9,10.9,0.0
Jalen Tolbert,23.0,2022,WR,DAL,8.0,1.0,,,,,,0.0,0.0,0.0,3.0,2.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,190.0,243.0,200.0,210.3,68.0,3.2,1.2,0.0
Jalen Virgil,24.0,2022,WR,DEN,9.0,1.0,,,,,,0.0,0.0,0.0,5.0,2.0,75.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,13.5,11.5,0.0
Jamaal Williams,27.0,2022,RB,DET,17.0,9.0,,,,,,262.0,1066.0,17.0,16.0,12.0,73.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,168.0,177.0,205.0,130.0,170.0,49.0,223.9,211.9,0.0
Jamal Agnew,27.0,2022,WR,JAX,15.0,0.0,,,,,,12.0,86.0,0.0,30.0,23.0,187.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,301.0,97.0,70.3,47.3,1.0
Jameis Winston,28.0,2022,QB,NOR,3.0,3.0,115.0,73.0,858.0,4.0,5.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,164.0,186.0,149.0,166.3,19.0,35.92,35.92,2.0
