Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Field Goals Attempted 0-39,Field Goals Made 0-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Attempted,Extra Points Made,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP
Mack Hollins,30.0,2023,WR,ATL,13.0,3.0,,,,,,0.0,0.0,0.0,30.0,18.0,251.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Malik Cunningham,25.0,2023,QB,NWE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,301.0,301.0,301.0,241.0,32
Malik Heath,23.0,2023,WR,GNB,13.0,1.0,,,,,,0.0,0.0,0.0,24.0,15.0,125.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0,301.0,301.0,301.0,386.0,127
Malik Taylor,28.0,2023,WR,NYJ,3.0,0.0,,,,,,0.0,0.0,0.0,4.0,2.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Malik Willis,24.0,2023,QB,TEN,3.0,0.0,5.0,4.0,74.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,301.0,301.0,301.0,451.0,59
Marcedes Lewis,39.0,2023,TE,CHI,17.0,4.0,,,,,,0.0,0.0,0.0,5.0,4.0,29.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0,301.0,301.0,301.0,465.0,75
Marcus Mariota,30.0,2023,QB,PHI,3.0,0.0,23.0,15.0,164.0,1.0,1.0,8.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,301.0,301.0,301.0,277.0,36
Mark Andrews,28.0,2023,TE,BAL,10.0,9.0,,,,,,1.0,0.0,0.0,61.0,45.0,544.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,26.0,26.0,33.0,30.3,2
Marquez Valdes-Scantling,29.0,2023,WR,KAN,16.0,10.0,,,,,,0.0,0.0,0.0,42.0,21.0,315.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,211.0,215.0,218.0,210.5,70
Marquise Brown,26.0,2023,WR,ARI,14.0,14.0,,,,,,2.0,23.0,0.0,101.0,51.0,574.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,79.0,117.0,88.0,91.3,35
Marquise Goodwin,33.0,2023,WR,CLE,12.0,0.0,,,,,,4.0,33.0,0.0,13.0,4.0,67.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,301.0,301.0,301.0,309.0,110
Marvin Jones,33.0,2023,WR,DET,6.0,4.0,,,,,,0.0,0.0,0.0,10.0,5.0,35.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,266.0,301.0,266.0,92
Marvin Mims,21.0,2023,WR,DEN,16.0,7.0,,,,,,9.0,30.0,0.0,33.0,22.0,377.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,182.0,291.0,165.0,216.5,71
Mason Crosby,39.0,2023,K,NYG,3.0,0.0,,,,,,,,,,,,,,4.0,4.0,1.0,0.0,2.0,1.0,7.0,5.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,251.0,301.0,301.0,301.0,251.0,27
Mason Kinsey,25.0,2023,WR,TEN,6.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Mason Rudolph,28.0,2023,QB,PIT,4.0,3.0,74.0,55.0,719.0,3.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0,301.0,301.0,301.0,388.0,52
Matt Ammendola,27.0,2023,K,HOU,5.0,0.0,,,,,,,,,,,,,,5.0,5.0,2.0,1.0,2.0,0.0,9.0,6.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Matt Barkley,33.0,2023,QB,JAX,1.0,0.0,,,,,,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0,301.0,301.0,301.0,279.0,37
Matt Breida,28.0,2023,RB,NYG,17.0,4.0,,,,,,55.0,151.0,1.0,21.0,17.0,88.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,273.0,273.0,80
Matt Gay,29.0,2023,K,IND,17.0,0.0,,,,,,,,,,,,,,19.0,18.0,9.0,7.0,13.0,8.0,41.0,33.0,36.0,35.0,,,,,,,,,,,,,,,,,,,,,,166.0,190.0,171.0,248.0,193.8,13
Matt Prater,39.0,2023,K,ARI,17.0,0.0,,,,,,,,,,,,,,14.0,13.0,7.0,6.0,12.0,9.0,33.0,28.0,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,239.0,301.0,243.0,301.0,241.0,25
Matthew Stafford,35.0,2023,QB,LAR,15.0,15.0,521.0,326.0,3965.0,24.0,11.0,21.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,165.0,209.0,147.0,194.0,178.8,22
Matthew Wright,27.0,2023,K,CAR,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,426.0,301.0,301.0,301.0,426.0,35
Mecole Hardman,25.0,2023,WR,2TM,11.0,2.0,,,,,,1.0,3.0,0.0,24.0,15.0,124.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,235.0,262.0,245.0,247.3,82
Melvin Gordon,30.0,2023,RB,BAL,4.0,0.0,,,,,,26.0,81.0,1.0,3.0,3.0,46.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Michael Badgley,28.0,2023,K,DET,4.0,0.0,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,0.0,0.0,4.0,4.0,15.0,13.0,,,,,,,,,,,,,,,,,,,,,,368.0,301.0,178.0,301.0,273.0,31
Michael Burton,31.0,2023,RB,DEN,17.0,3.0,,,,,,7.0,9.0,0.0,3.0,3.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,379.0,301.0,301.0,301.0,379.0,5
Michael Carter,24.0,2023,RB,2TM,15.0,0.0,,,,,,30.0,187.0,0.0,31.0,24.0,101.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,276.0,244.0,301.0,260.0,77
Michael Gallup,27.0,2023,WR,DAL,17.0,13.0,,,,,,0.0,0.0,0.0,57.0,34.0,418.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,188.0,198.0,231.0,190.0,64
Michael Mayer,22.0,2023,TE,LVR,14.0,12.0,,,,,,0.0,0.0,0.0,40.0,27.0,304.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,191.0,211.0,256.0,218.8,25
Michael Pittman Jr.,26.0,2023,WR,IND,16.0,15.0,,,,,,0.0,0.0,0.0,156.0,109.0,1152.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,87.0,68.0,92.0,79.0,81.5,33
Michael Thomas,30.0,2023,WR,NOR,10.0,7.0,,,,,,0.0,0.0,0.0,64.0,39.0,448.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,95.0,120.0,106.0,106.3,41
Michael Wilson,23.0,2023,WR,ARI,13.0,12.0,,,,,,0.0,0.0,0.0,58.0,38.0,565.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,272.0,301.0,301.0,272.0,93
Mike Evans,30.0,2023,WR,TAM,17.0,17.0,,,,,,0.0,0.0,0.0,136.0,79.0,1255.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,75.0,81.0,83.0,75.8,31
Mike Gesicki,28.0,2023,TE,NWE,17.0,10.0,,,,,,0.0,0.0,0.0,45.0,29.0,244.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,239.0,194.0,206.0,217.0,23
Mike Strachan,26.0,2023,WR,CAR,4.0,1.0,,,,,,0.0,0.0,0.0,3.0,1.0,45.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Mike White,28.0,2023,QB,MIA,6.0,0.0,6.0,5.0,74.0,1.0,1.0,8.0,-9.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.0,301.0,301.0,301.0,483.0,62
Mike Williams,29.0,2023,WR,LAC,3.0,3.0,,,,,,1.0,3.0,0.0,26.0,19.0,249.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,70.0,53.0,57.0,60.8,24
Miles Boykin,27.0,2023,WR,PIT,17.0,0.0,,,,,,0.0,0.0,0.0,4.0,3.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0,301.0,301.0,301.0,444.0,141
Miles Sanders,26.0,2023,RB,CAR,16.0,5.0,,,,,,129.0,432.0,1.0,41.0,27.0,154.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,54.0,41.0,48.0,50.5,19
Mitch Wishnowsky,31.0,2023,K,SFO,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Mitchell Trubisky,29.0,2023,QB,PIT,5.0,2.0,107.0,67.0,632.0,4.0,5.0,16.0,54.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,301.0,301.0,301.0,285.0,38
Mitchell Wilcox,27.0,2023,TE,CIN,17.0,4.0,,,,,,0.0,0.0,0.0,12.0,9.0,56.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0,301.0,301.0,301.0,357.0,60
Mo Alie-Cox,30.0,2023,TE,IND,17.0,7.0,,,,,,0.0,0.0,0.0,22.0,13.0,161.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,351.0,301.0,301.0,301.0,351.0,57
MyCole Pruitt,31.0,2023,TE,ATL,17.0,8.0,,,,,,0.0,0.0,0.0,12.0,9.0,110.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Najee Harris,25.0,2023,RB,PIT,17.0,17.0,,,,,,255.0,1035.0,8.0,38.0,29.0,170.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,28.0,30.0,25.0,28.0,9
Nate Adkins,24.0,2023,TE,DEN,10.0,1.0,,,,,,0.0,0.0,0.0,5.0,4.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Nathan Peterman,29.0,2023,QB,CHI,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.0,301.0,301.0,301.0,428.0,58
Nelson Agholor,30.0,2023,WR,BAL,17.0,3.0,,,,,,0.0,0.0,0.0,45.0,35.0,381.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,301.0,301.0,301.0,390.0,130
Nick Bawden,27.0,2023,RB,NYJ,16.0,2.0,,,,,,2.0,4.0,1.0,3.0,3.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Nick Chubb,28.0,2023,RB,CLE,2.0,2.0,,,,,,28.0,170.0,0.0,4.0,4.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,17.0,9.0,12.3,5
Nick Folk,39.0,2023,K,TEN,17.0,0.0,,,,,,,,,,,,,,18.0,18.0,6.0,6.0,6.0,5.0,30.0,29.0,30.0,28.0,,,,,,,,,,,,,,,,,,,,,,301.0,227.0,91.0,301.0,159.0,9
Nick Mullens,28.0,2023,QB,MIN,5.0,3.0,148.0,100.0,1306.0,7.0,8.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,301.0,301.0,301.0,416.0,57
Nick Muse,25.0,2023,TE,MIN,2.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Nick Vannett,30.0,2023,TE,LAC,8.0,5.0,,,,,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Nick Westbrook-Ikhine,26.0,2023,WR,TEN,14.0,9.0,,,,,,0.0,0.0,0.0,45.0,28.0,370.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Nico Collins,24.0,2023,WR,HOU,15.0,10.0,,,,,,1.0,7.0,0.0,109.0,80.0,1297.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,185.0,224.0,141.0,174.0,60
Noah Brown,27.0,2023,WR,HOU,10.0,7.0,,,,,,1.0,-1.0,0.0,55.0,33.0,567.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Noah Fant,26.0,2023,TE,SEA,17.0,17.0,,,,,,0.0,0.0,0.0,43.0,32.0,414.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,253.0,210.0,301.0,231.5,29
Noah Gray,24.0,2023,TE,KAN,17.0,10.0,,,,,,1.0,1.0,0.0,41.0,28.0,305.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,301.0,288.0,301.0,268.0,36
Odell Beckham Jr.,31.0,2023,WR,BAL,14.0,6.0,,,,,,0.0,0.0,0.0,64.0,35.0,565.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,109.0,99.0,114.0,106.3,42
Olamide Zaccheaus,26.0,2023,WR,PHI,17.0,1.0,,,,,,0.0,0.0,0.0,20.0,10.0,164.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,301.0,301.0,301.0,312.0,111
P.J. Walker,28.0,2023,QB,CLE,6.0,2.0,111.0,54.0,674.0,1.0,5.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Parker Washington,21.0,2023,WR,JAX,9.0,1.0,,,,,,0.0,0.0,0.0,21.0,16.0,132.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Parris Campbell,26.0,2023,WR,NYG,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,104.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,245.0,267.0,190.0,222.8,73
Pat Freiermuth,25.0,2023,TE,PIT,12.0,9.0,,,,,,0.0,0.0,0.0,47.0,32.0,308.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,84.0,126.0,89.0,95.3,10
Patrick Mahomes,28.0,2023,QB,KAN,16.0,16.0,597.0,401.0,4183.0,27.0,14.0,75.0,389.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,16.0,18.0,14.5,1
Patrick Ricard,29.0,2023,RB,BAL,17.0,9.0,,,,,,0.0,0.0,0.0,7.0,5.0,52.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.0,301.0,301.0,301.0,325.0,3
Patrick Taylor,25.0,2023,RB,GNB,11.0,0.0,,,,,,32.0,141.0,0.0,17.0,11.0,49.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Payne Durham,23.0,2023,TE,TAM,13.0,2.0,,,,,,0.0,0.0,0.0,7.0,5.0,58.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Peyton Hendershot,24.0,2023,TE,DAL,8.0,1.0,,,,,,1.0,0.0,0.0,7.0,4.0,38.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,301.0,301.0,301.0,297.0,48
Pharaoh Brown,29.0,2023,TE,NWE,17.0,11.0,,,,,,0.0,0.0,0.0,15.0,13.0,208.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Phillip Dorsett,30.0,2023,WR,DEN,2.0,1.0,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Pierre Strong,25.0,2023,RB,CLE,17.0,1.0,,,,,,63.0,291.0,1.0,8.0,5.0,47.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,289.0,301.0,301.0,289.0,82
Puka Nacua,22.0,2023,WR,LAR,17.0,17.0,,,,,,12.0,89.0,0.0,160.0,105.0,1486.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,268.0,301.0,262.0,265.0,90
Quentin Johnston,22.0,2023,WR,LAC,17.0,10.0,,,,,,3.0,9.0,0.0,67.0,38.0,431.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,103.0,135.0,137.0,125.3,48
Quez Watkins,25.0,2023,WR,PHI,9.0,5.0,,,,,,0.0,0.0,0.0,21.0,15.0,142.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,284.0,301.0,284.0,100
Quintin Morris,24.0,2023,TE,BUF,15.0,0.0,,,,,,0.0,0.0,0.0,3.0,2.0,26.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0,301.0,301.0,301.0,439.0,72
Rachaad White,24.0,2023,RB,TAM,17.0,17.0,,,,,,272.0,990.0,6.0,70.0,64.0,549.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,77.0,83.0,50.0,65.5,26
Raheem Blackshear,24.0,2023,RB,CAR,12.0,0.0,,,,,,14.0,46.0,0.0,7.0,6.0,45.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Raheem Mostert,31.0,2023,RB,MIA,15.0,15.0,,,,,,209.0,1012.0,18.0,32.0,25.0,175.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,140.0,180.0,98.0,135.0,41
Rakim Jarrett,22.0,2023,WR,TAM,10.0,0.0,,,,,,1.0,0.0,0.0,9.0,4.0,60.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Randall Cobb,33.0,2023,WR,NYJ,11.0,1.0,,,,,,0.0,0.0,0.0,17.0,5.0,39.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,301.0,301.0,301.0,301.0,301.0,301
Randy Bullock,34.0,2023,K,NYG,6.0,0.0,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,1.0,1.0,6.0,5.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,342.0,301.0,301.0,301.0,342.0,34
Rashaad Penny,27.0,2023,RB,PHI,3.0,0.0,,,,,,11.0,33.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,115.0,202.0,115.0,140.3,44
Rashee Rice,23.0,2023,WR,KAN,16.0,8.0,,,,,,1.0,-3.0,0.0,102.0,79.0,938.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,150.0,218.0,188.0,185.3,63
Rashid Shaheed,25.0,2023,WR,NOR,15.0,8.0,,,,,,7.0,37.0,0.0,75.0,46.0,719.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,244.0,285.0,250.0,259.7,88
Rashod Bateman,24.0,2023,WR,BAL,16.0,12.0,,,,,,1.0,18.0,0.0,56.0,32.0,367.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,143.0,111.0,157.0,152.0,54
Ray-Ray McCloud,27.0,2023,WR,SFO,12.0,1.0,,,,,,3.0,30.0,0.0,15.0,12.0,135.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,301.0,301.0,301.0,350.0,117
Reggie Gilliam,26.0,2023,RB,BUF,17.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.0,301.0,301.0,301.0,423.0,7
Rhamondre Stevenson,25.0,2023,RB,NWE,12.0,12.0,,,,,,156.0,619.0,4.0,51.0,38.0,238.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,29.0,28.0,28.0,30.5,11
Richie James,28.0,2023,WR,KAN,9.0,1.0,,,,,,0.0,0.0,0.0,14.0,10.0,114.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,301.0,301.0,220.0,281.5,98
Rico Dowdle,25.0,2023,RB,DAL,16.0,0.0,,,,,,89.0,361.0,2.0,22.0,17.0,144.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,271.0,271.0,79
Rigoberto Sanchez,29.0,2023,K,IND,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Riley Dixon,30.0,2023,K,DEN,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Riley Patterson,24.0,2023,K,2TM,15.0,0.0,,,,,,,,,,,,,,14.0,13.0,2.0,2.0,2.0,1.0,18.0,16.0,44.0,41.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,136.0,267.0,201.5,16
River Cracraft,29.0,2023,WR,MIA,10.0,1.0,,,,,,0.0,0.0,0.0,12.0,9.0,121.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,301.0,301.0,301.0,371.0,122
Robbie Chosen,30.0,2023,WR,MIA,9.0,0.0,,,,,,0.0,0.0,0.0,6.0,4.0,126.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Robert Tonyan,29.0,2023,TE,CHI,17.0,6.0,,,,,,0.0,0.0,0.0,17.0,11.0,112.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,259.0,301.0,280.0,42
Robert Woods,31.0,2023,WR,HOU,14.0,11.0,,,,,,1.0,7.0,0.0,75.0,40.0,426.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,240.0,294.0,249.0,261.0,89
Rodney Williams,25.0,2023,TE,PIT,13.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Romeo Doubs,23.0,2023,WR,GNB,17.0,16.0,,,,,,0.0,0.0,0.0,96.0,59.0,674.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,165.0,234.0,129.0,180.3,61
Rondale Moore,23.0,2023,WR,ARI,17.0,8.0,,,,,,28.0,178.0,1.0,62.0,40.0,352.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,177.0,271.0,156.0,184.5,62
Ronnie Bell,23.0,2023,WR,SFO,17.0,0.0,,,,,,0.0,0.0,0.0,13.0,6.0,68.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,301.0,301.0,301.0,278.0,97
Ronnie Rivers,24.0,2023,RB,LAR,9.0,1.0,,,,,,32.0,129.0,0.0,5.0,5.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Roschon Johnson,22.0,2023,RB,CHI,15.0,0.0,,,,,,81.0,352.0,2.0,40.0,34.0,209.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,194.0,269.0,133.0,195.0,58
Ross Dwelley,28.0,2023,TE,SFO,12.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,301.0,301.0,301.0,378.0,65
Royce Freeman,27.0,2023,RB,LAR,14.0,0.0,,,,,,77.0,319.0,2.0,2.0,1.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Russell Wilson,35.0,2023,QB,DEN,15.0,15.0,447.0,297.0,3070.0,26.0,8.0,80.0,341.0,3.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,167.0,132.0,158.0,148.0,18
