Player Name,2022 Age,2022 Position,2022 Team,2022 Games Played,2022 Games Started,2022 Passing Attempts,2022 Passing Completions,2022 Passing Yards,2022 Passing Touchdowns,2022 Interceptions Thrown,2022 Rushing Attempts,2022 Rushing Yards,2022 Rushing Touchdowns,2022 Targets,2022 Receptions,2022 Receiving Yards,2022 Receiving Touchdowns,2022 Fumbles,2022 Field Goals Attempted 0-39,2022 Field Goals Made 0-39,2022 Field Goals Attempted 40-49,2022 Field Goals Made 40-49,2022 Field Goals Attempted 50+,2022 Field Goals Made 50+,2022 Field Goals Attempted,2022 Field Goals Made,2022 Extra Points Attempted,2022 Extra Points Made,2022 Total Yards Allowed,2022 Total Plays,2022 Takeaways,2022 First Downs Allowed,2022 Passing Yards Allowed,2022 Passing Touchdowns Allowed,2022 Rushing Yards Allowed,2022 Rushing Touchdowns Allowed,2022 Penalties Committed,2022 Penalty Yards,2022 First Downs by Penalty,2022 Percent Drives Scored On,2022 Percent Drives Takeaway,2022 ST_Sacks,2022 ST_Interceptions,2022 ST_Fumble Recoveries,2022 ST_Forced Fumbles,2022 ST_Safeties,2022 ST_Special Teams Touchdowns,2022 Fantasy Points From Points,2022 XP2,2022 ESPN ADP,2022 Sleeper ADP,2022 NFL ADP,2022 RTSports ADP,2022 Average ADP,2022 Positional ADP,2022 PPR Fantasy Points Scored,2022 Standard Fantasy Points Scored,2023 Age,2023 Position,2023 Team,2023 Games Played,2023 Games Started,2023 Passing Attempts,2023 Passing Completions,2023 Passing Yards,2023 Passing Touchdowns,2023 Interceptions Thrown,2023 Rushing Attempts,2023 Rushing Yards,2023 Rushing Touchdowns,2023 Targets,2023 Receptions,2023 Receiving Yards,2023 Receiving Touchdowns,2023 Fumbles,2023 Field Goals Attempted 0-39,2023 Field Goals Made 0-39,2023 Field Goals Attempted 40-49,2023 Field Goals Made 40-49,2023 Field Goals Attempted 50+,2023 Field Goals Made 50+,2023 Field Goals Attempted,2023 Field Goals Made,2023 Extra Points Attempted,2023 Extra Points Made,2023 Total Yards Allowed,2023 Total Plays,2023 Takeaways,2023 First Downs Allowed,2023 Passing Yards Allowed,2023 Passing Touchdowns Allowed,2023 Rushing Yards Allowed,2023 Rushing Touchdowns Allowed,2023 Penalties Committed,2023 Penalty Yards,2023 First Downs by Penalty,2023 Percent Drives Scored On,2023 Percent Drives Takeaway,2023 ST_Sacks,2023 ST_Interceptions,2023 ST_Fumble Recoveries,2023 ST_Forced Fumbles,2023 ST_Safeties,2023 ST_Special Teams Touchdowns,2023 Fantasy Points From Points,2023 XP2,2023 ESPN ADP,2023 Sleeper ADP,2023 NFL ADP,2023 RTSports ADP,2023 Average ADP,2023 Positional ADP,2023 PPR Fantasy Points Scored,2023 Standard Fantasy Points Scored,2024 Age,2024 Position,2024 Team,2024 Games Played,2024 Games Started,2024 Passing Attempts,2024 Passing Completions,2024 Passing Yards,2024 Passing Touchdowns,2024 Interceptions Thrown,2024 Rushing Attempts,2024 Rushing Yards,2024 Rushing Touchdowns,2024 Targets,2024 Receptions,2024 Receiving Yards,2024 Receiving Touchdowns,2024 Fumbles,2024 Field Goals Attempted 0-39,2024 Field Goals Made 0-39,2024 Field Goals Attempted 40-49,2024 Field Goals Made 40-49,2024 Field Goals Attempted 50+,2024 Field Goals Made 50+,2024 Field Goals Attempted,2024 Field Goals Made,2024 Extra Points Attempted,2024 Extra Points Made,2024 Total Yards Allowed,2024 Total Plays,2024 Takeaways,2024 First Downs Allowed,2024 Passing Yards Allowed,2024 Passing Touchdowns Allowed,2024 Rushing Yards Allowed,2024 Rushing Touchdowns Allowed,2024 Penalties Committed,2024 Penalty Yards,2024 First Downs by Penalty,2024 Percent Drives Scored On,2024 Percent Drives Takeaway,2024 ST_Sacks,2024 ST_Interceptions,2024 ST_Fumble Recoveries,2024 ST_Forced Fumbles,2024 ST_Safeties,2024 ST_Special Teams Touchdowns,2024 Fantasy Points From Points,2024 XP2,2024 ESPN ADP,2024 Sleeper ADP,2024 NFL ADP,2024 RTSports ADP,2024 Average ADP,2024 Positional ADP,2024 PPR Fantasy Points Scored,2024 Standard Fantasy Points Scored
Richie James,27.0,WR,NYG,17.0,4.0,,,,,,2.0,6.0,0.0,70.0,57.0,569.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,132.5,75.5,28.0,WR,KAN,9.0,1.0,,,,,,0.0,0.0,0.0,14.0,10.0,114.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,301.0,301.0,220.0,281.5,98.0,17.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Pearsall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,WR,SFO,11.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,45.0,0.0,46.0,31.0,400.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,170.0,205.0,301.0,187.5,65.0,93.5,62.5
Rico Dowdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,RB,DAL,16.0,0.0,,,,,,89.0,361.0,2.0,22.0,17.0,144.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,271.0,271.0,79.0,91.5,74.5,26.0,RB,DAL,16.0,15.0,,,,,,235.0,1079.0,2.0,49.0,39.0,249.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,147.0,207.0,115.0,150.8,45.0,195.8,156.8
Rigoberto Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,K,IND,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,30.0,K,IND,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0
Riley Dixon,29.0,K,LAR,17.0,0.0,2.0,2.0,18.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,30.0,K,DEN,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,31.0,K,DEN,17.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0
Riley Patterson,23.0,K,JAX,17.0,0.0,,,,,,,,,,,,,,19.0,18.0,13.0,10.0,3.0,2.0,35.0,30.0,37.0,36.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,133.0,133.0,24.0,K,2TM,15.0,0.0,,,,,,,,,,,,,,14.0,13.0,2.0,2.0,2.0,1.0,18.0,16.0,44.0,41.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,136.0,267.0,201.5,16.0,85.0,85.0,25.0,K,3TM,5.0,0.0,,,,,,,,,,,,,,3.0,3.0,1.0,0.0,3.0,1.0,7.0,4.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,450.0,301.0,394.0,301.0,422.0,37.0,27.0,27.0
River Cracraft,28.0,WR,MIA,11.0,0.0,,,,,,0.0,0.0,0.0,14.0,9.0,102.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,31.200000000000003,22.200000000000003,29.0,WR,MIA,10.0,1.0,,,,,,0.0,0.0,0.0,12.0,9.0,121.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,301.0,301.0,301.0,371.0,122.0,27.1,18.1,30.0,WR,MIA,8.0,0.0,,,,,,0.0,0.0,0.0,9.0,7.0,66.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0,301.0,585.0,301.0,494.5,159.0,13.6,6.6000000000000005
Robbie Chosen,29.0,WR,2TM,16.0,7.0,,,,,,0.0,0.0,0.0,44.0,20.0,282.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,218.0,246.0,201.0,208.5,67.0,52.2,32.2,30.0,WR,MIA,9.0,0.0,,,,,,0.0,0.0,0.0,6.0,4.0,126.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,22.6,18.6,31.0,WR,MIA,2.0,0.0,,,,,,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,574.0,301.0,574.0,173.0,1.5,0.5
Robbie Gould,40.0,K,SFO,17.0,0.0,,,,,,,,,,,,,,19.0,18.0,11.0,7.0,2.0,2.0,32.0,27.0,51.0,50.0,,,,,,,,,,,,,,,,,,,,,,189.0,184.0,173.0,259.0,201.3,15.0,135.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Tonyan,28.0,TE,GNB,17.0,3.0,,,,,,0.0,0.0,0.0,67.0,53.0,470.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,179.0,180.0,151.0,177.8,20.0,112.0,59.0,29.0,TE,CHI,17.0,6.0,,,,,,0.0,0.0,0.0,17.0,11.0,112.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,259.0,301.0,280.0,42.0,22.200000000000003,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Woods,30.0,WR,TEN,17.0,15.0,,,,,,0.0,0.0,0.0,91.0,53.0,527.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,110.0,99.0,93.0,103.0,42.0,115.7,62.7,31.0,WR,HOU,14.0,11.0,,,,,,1.0,7.0,0.0,75.0,40.0,426.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,240.0,294.0,249.0,261.0,89.0,89.30000000000001,49.3,32.0,WR,HOU,15.0,4.0,,,,,,0.0,0.0,0.0,30.0,20.0,203.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,301.0,407.0,301.0,373.0,121.0,34.3,14.3
Rodney Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,TE,PIT,13.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Blankenship,25.0,K,2TM,3.0,0.0,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,213.0,180.0,214.0,251.0,214.5,20.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome Odunze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,WR,CHI,17.0,12.0,,,,,,3.0,15.0,0.0,101.0,54.0,734.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,72.0,101.0,109.0,98.4,39.0,142.9,88.9
Romeo Doubs,22.0,WR,GNB,13.0,7.0,,,,,,1.0,11.0,0.0,67.0,42.0,425.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,154.0,213.0,158.0,176.3,63.0,99.6,57.6,23.0,WR,GNB,17.0,16.0,,,,,,0.0,0.0,0.0,96.0,59.0,674.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,165.0,234.0,129.0,180.3,61.0,172.4,113.4,24.0,WR,GNB,13.0,12.0,,,,,,0.0,0.0,0.0,72.0,46.0,601.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,119.0,155.0,120.0,142.0,52.0,130.1,84.1
Ronald Jones II,25.0,RB,KAN,6.0,0.0,,,,,,17.0,70.0,1.0,1.0,1.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,198.0,156.0,219.0,191.0,57.0,16.2,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rondale Moore,22.0,WR,ARI,8.0,8.0,,,,,,6.0,-5.0,0.0,56.0,41.0,414.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,161.0,217.0,165.0,186.3,64.0,87.9,46.900000000000006,23.0,WR,ARI,17.0,8.0,,,,,,28.0,178.0,1.0,62.0,40.0,352.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,177.0,271.0,156.0,184.5,62.0,103.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,WR,SFO,17.0,0.0,,,,,,0.0,0.0,0.0,13.0,6.0,68.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,301.0,301.0,301.0,278.0,97.0,28.8,22.8,24.0,WR,SFO,9.0,0.0,,,,,,0.0,0.0,0.0,6.0,2.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,301.0,427.0,301.0,386.0,123.0,4.2,2.2
Ronnie Rivers,23.0,RB,LAR,8.0,1.0,,,,,,9.0,21.0,0.0,5.0,5.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,10.0,5.0,24.0,RB,LAR,9.0,1.0,,,,,,32.0,129.0,0.0,5.0,5.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,20.1,15.1,25.0,RB,LAR,17.0,0.0,,,,,,22.0,99.0,0.0,6.0,5.0,34.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,461.0,301.0,461.0,100.0,18.3,13.3
Roschon Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,RB,CHI,15.0,0.0,,,,,,81.0,352.0,2.0,40.0,34.0,209.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,194.0,269.0,133.0,195.0,58.0,100.1,66.10000000000001,23.0,RB,CHI,14.0,0.0,,,,,,55.0,150.0,6.0,20.0,16.0,104.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,225.0,291.0,217.0,244.3,68.0,77.4,61.4
Ross Dwelley,27.0,TE,SFO,12.0,0.0,,,,,,0.0,0.0,0.0,5.0,3.0,105.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,19.5,16.5,28.0,TE,SFO,12.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,301.0,301.0,301.0,378.0,65.0,2.2,1.2000000000000002,29.0,TE,ATL,17.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,815.0,301.0,815.0,107.0,1.5,0.5
Royce Freeman,26.0,RB,HOU,4.0,1.0,,,,,,41.0,117.0,0.0,8.0,6.0,33.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,19.000000000000004,13.000000000000002,27.0,RB,LAR,14.0,0.0,,,,,,77.0,319.0,2.0,2.0,1.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,46.2,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Gage,26.0,WR,TAM,13.0,4.0,,,,,,0.0,0.0,0.0,70.0,51.0,426.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,165.0,133.0,145.0,145.5,54.0,121.6,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Wilson,34.0,QB,DEN,15.0,15.0,483.0,292.0,3524.0,16.0,11.0,55.0,277.0,3.0,1.0,1.0,1.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,72.0,74.0,87.0,77.5,9.0,217.76,216.76,35.0,QB,DEN,15.0,15.0,447.0,297.0,3070.0,26.0,8.0,80.0,341.0,3.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,167.0,132.0,158.0,148.0,18.0,242.9,242.9,36.0,QB,PIT,11.0,11.0,336.0,214.0,2482.0,16.0,5.0,43.0,155.0,2.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,239.0,195.0,267.0,226.3,29.0,170.78,170.78
Ryan Flournoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,WR,DAL,11.0,1.0,,,,,,0.0,0.0,0.0,14.0,10.0,102.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.0,301.0,559.0,301.0,462.5,148.0,18.200000000000003,8.200000000000001
Ryan Griffin,32.0,TE,CHI,15.0,0.0,,,,,,0.0,0.0,0.0,8.0,4.0,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,6.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,WR,TAM,11.0,3.0,,,,,,0.0,0.0,0.0,20.0,12.0,128.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,894.0,301.0,894.0,209.0,36.8,24.8
Ryan Stonehouse,23.0,K,TEN,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,24.0,K,TEN,12.0,0.0,,,,,,1.0,-11.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Succop,36.0,K,TAM,17.0,0.0,,,,,,,,,,,,,,19.0,17.0,12.0,12.0,7.0,2.0,38.0,31.0,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,194.0,199.0,106.0,217.0,179.0,12.0,124.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Tannehill,34.0,QB,TEN,12.0,12.0,325.0,212.0,2536.0,13.0,6.0,34.0,98.0,2.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,215.0,168.0,183.0,185.3,21.0,157.24,157.24,35.0,QB,TEN,10.0,8.0,230.0,149.0,1616.0,4.0,7.0,17.0,74.0,1.0,1.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,258.0,257.0,224.0,240.3,31.0,72.04,72.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Wright,22.0,K,MIN,17.0,0.0,2.0,1.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,23.0,K,MIN,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,24.0,K,MIN,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0
Salvon Ahmed,24.0,RB,MIA,12.0,0.0,,,,,,12.0,64.0,1.0,1.0,1.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,14.2,13.2,25.0,RB,MIA,8.0,0.0,,,,,,22.0,61.0,1.0,23.0,16.0,88.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,42.900000000000006,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Darnold,25.0,QB,CAR,6.0,6.0,140.0,82.0,1143.0,7.0,3.0,26.0,106.0,2.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,78.32,78.32,26.0,QB,SFO,10.0,1.0,46.0,28.0,297.0,2.0,1.0,21.0,15.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,19.380000000000003,19.380000000000003,27.0,QB,MIN,17.0,17.0,545.0,361.0,4319.0,35.0,12.0,67.0,212.0,1.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,228.0,266.0,234.0,249.0,32.0,299.96,299.96
Sam Ehlinger,24.0,QB,IND,4.0,3.0,101.0,64.0,573.0,3.0,3.0,17.0,87.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,33.620000000000005,33.620000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Howell,22.0,QB,WAS,1.0,1.0,19.0,11.0,169.0,1.0,1.0,5.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,18.26,18.26,23.0,QB,WAS,17.0,17.0,612.0,388.0,3946.0,21.0,21.0,48.0,263.0,5.0,1.0,1.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,229.0,187.0,185.0,200.3,25.0,249.53999999999996,248.53999999999996,24.0,QB,SEA,2.0,0.0,14.0,5.0,24.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,361.0,301.0,361.0,46.0,-0.8400000000000001,-0.8400000000000001
Sam LaPorta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,TE,DET,17.0,14.0,,,,,,1.0,4.0,0.0,120.0,86.0,889.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,170.0,152.0,206.0,145.0,168.3,17.0,239.3,153.3,23.0,TE,DET,16.0,16.0,,,,,,0.0,0.0,0.0,83.0,60.0,726.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,24.0,33.0,31.0,31.8,2.0,174.60000000000002,114.6
Sam Martin,32.0,K,BUF,16.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
