Player Name,2022 Age,2022 Position,2022 Team,2022 Games Played,2022 Games Started,2022 Passing Attempts,2022 Passing Completions,2022 Passing Yards,2022 Passing Touchdowns,2022 Interceptions Thrown,2022 Rushing Attempts,2022 Rushing Yards,2022 Rushing Touchdowns,2022 Targets,2022 Receptions,2022 Receiving Yards,2022 Receiving Touchdowns,2022 Fumbles,2022 Field Goals Attempted 0-39,2022 Field Goals Made 0-39,2022 Field Goals Attempted 40-49,2022 Field Goals Made 40-49,2022 Field Goals Attempted 50+,2022 Field Goals Made 50+,2022 Field Goals Attempted,2022 Field Goals Made,2022 Extra Points Attempted,2022 Extra Points Made,2022 Total Yards Allowed,2022 Total Plays,2022 Takeaways,2022 First Downs Allowed,2022 Passing Yards Allowed,2022 Passing Touchdowns Allowed,2022 Rushing Yards Allowed,2022 Rushing Touchdowns Allowed,2022 Penalties Committed,2022 Penalty Yards,2022 First Downs by Penalty,2022 Percent Drives Scored On,2022 Percent Drives Takeaway,2022 ST_Sacks,2022 ST_Interceptions,2022 ST_Fumble Recoveries,2022 ST_Forced Fumbles,2022 ST_Safeties,2022 ST_Special Teams Touchdowns,2022 Fantasy Points From Points,2022 XP2,2022 ESPN ADP,2022 Sleeper ADP,2022 NFL ADP,2022 RTSports ADP,2022 Average ADP,2022 Positional ADP,2022 PPR Fantasy Points Scored,2022 Standard Fantasy Points Scored,2023 Age,2023 Position,2023 Team,2023 Games Played,2023 Games Started,2023 Passing Attempts,2023 Passing Completions,2023 Passing Yards,2023 Passing Touchdowns,2023 Interceptions Thrown,2023 Rushing Attempts,2023 Rushing Yards,2023 Rushing Touchdowns,2023 Targets,2023 Receptions,2023 Receiving Yards,2023 Receiving Touchdowns,2023 Fumbles,2023 Field Goals Attempted 0-39,2023 Field Goals Made 0-39,2023 Field Goals Attempted 40-49,2023 Field Goals Made 40-49,2023 Field Goals Attempted 50+,2023 Field Goals Made 50+,2023 Field Goals Attempted,2023 Field Goals Made,2023 Extra Points Attempted,2023 Extra Points Made,2023 Total Yards Allowed,2023 Total Plays,2023 Takeaways,2023 First Downs Allowed,2023 Passing Yards Allowed,2023 Passing Touchdowns Allowed,2023 Rushing Yards Allowed,2023 Rushing Touchdowns Allowed,2023 Penalties Committed,2023 Penalty Yards,2023 First Downs by Penalty,2023 Percent Drives Scored On,2023 Percent Drives Takeaway,2023 ST_Sacks,2023 ST_Interceptions,2023 ST_Fumble Recoveries,2023 ST_Forced Fumbles,2023 ST_Safeties,2023 ST_Special Teams Touchdowns,2023 Fantasy Points From Points,2023 XP2,2023 ESPN ADP,2023 Sleeper ADP,2023 NFL ADP,2023 RTSports ADP,2023 Average ADP,2023 Positional ADP,2023 PPR Fantasy Points Scored,2023 Standard Fantasy Points Scored,2024 Age,2024 Position,2024 Team,2024 Games Played,2024 Games Started,2024 Passing Attempts,2024 Passing Completions,2024 Passing Yards,2024 Passing Touchdowns,2024 Interceptions Thrown,2024 Rushing Attempts,2024 Rushing Yards,2024 Rushing Touchdowns,2024 Targets,2024 Receptions,2024 Receiving Yards,2024 Receiving Touchdowns,2024 Fumbles,2024 Field Goals Attempted 0-39,2024 Field Goals Made 0-39,2024 Field Goals Attempted 40-49,2024 Field Goals Made 40-49,2024 Field Goals Attempted 50+,2024 Field Goals Made 50+,2024 Field Goals Attempted,2024 Field Goals Made,2024 Extra Points Attempted,2024 Extra Points Made,2024 Total Yards Allowed,2024 Total Plays,2024 Takeaways,2024 First Downs Allowed,2024 Passing Yards Allowed,2024 Passing Touchdowns Allowed,2024 Rushing Yards Allowed,2024 Rushing Touchdowns Allowed,2024 Penalties Committed,2024 Penalty Yards,2024 First Downs by Penalty,2024 Percent Drives Scored On,2024 Percent Drives Takeaway,2024 ST_Sacks,2024 ST_Interceptions,2024 ST_Fumble Recoveries,2024 ST_Forced Fumbles,2024 ST_Safeties,2024 ST_Special Teams Touchdowns,2024 Fantasy Points From Points,2024 XP2,2024 ESPN ADP,2024 Sleeper ADP,2024 NFL ADP,2024 RTSports ADP,2024 Average ADP,2024 Positional ADP,2024 PPR Fantasy Points Scored,2024 Standard Fantasy Points Scored
Chad Henne,37.0,QB,KAN,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,-2.5,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,K,NWE,17.0,0.0,,,,,,,,,,,,,,11.0,9.0,10.0,5.0,4.0,2.0,25.0,16.0,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,238.0,301.0,295.0,301.0,266.5,29.0,70.0,70.0,25.0,K,ARI,13.0,0.0,,,,,,,,,,,,,,17.0,17.0,11.0,7.0,4.0,4.0,32.0,28.0,27.0,26.0,,,,,,,,,,,,,,,,,,,,,,324.0,301.0,340.0,301.0,332.0,33.0,119.0,119.0
Charlie Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,WR,CIN,11.0,0.0,,,,,,2.0,13.0,0.0,9.0,7.0,64.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,301.0,301.0,301.0,306.0,109.0,14.7,7.7,26.0,WR,CIN,8.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,301.0,543.0,301.0,439.5,142.0,-2.5,-3.5
Charlie Kolar,23.0,TE,BAL,2.0,0.0,,,,,,0.0,0.0,0.0,6.0,4.0,49.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,8.9,4.9,24.0,TE,BAL,15.0,3.0,,,,,,0.0,0.0,0.0,9.0,7.0,87.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0,301.0,301.0,301.0,478.0,77.0,21.700000000000003,14.7,25.0,TE,BAL,13.0,3.0,,,,,,1.0,2.0,0.0,11.0,9.0,131.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,301.0,695.0,301.0,591.0,93.0,28.3,19.3
Charlie Woerner,25.0,TE,SFO,17.0,2.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,26.0,TE,SFO,17.0,2.0,,,,,,0.0,0.0,0.0,3.0,3.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,6.2,3.2,27.0,TE,ATL,16.0,5.0,,,,,,0.0,0.0,0.0,12.0,7.0,46.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.0,301.0,658.0,301.0,560.5,89.0,11.6,4.6000000000000005
Chase Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,RB,CIN,12.0,0.0,,,,,,44.0,179.0,0.0,15.0,14.0,156.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,215.0,290.0,233.0,246.0,74.0,51.5,37.5,24.0,RB,CIN,16.0,10.0,,,,,,229.0,990.0,7.0,65.0,54.0,360.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,118.0,141.0,87.0,111.2,36.0,251.0,197.0
Chase Claypool,24.0,WR,PIT,8.0,8.0,1.0,1.0,1.0,1.0,0.0,9.0,59.0,0.0,79.0,46.0,451.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,114.0,118.0,122.0,116.3,45.0,105.04,59.040000000000006,25.0,WR,2TM,12.0,2.0,,,,,,0.0,0.0,0.0,21.0,8.0,77.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,243.0,261.0,240.0,248.0,83.0,21.7,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Daniel,36.0,QB,LAC,4.0,0.0,12.0,8.0,52.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,6.48,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Edmonds,26.0,RB,2TM,13.0,3.0,,,,,,68.0,245.0,2.0,24.0,16.0,157.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,87.0,111.0,55.0,86.8,34.0,74.2,58.2,27.0,RB,TAM,13.0,0.0,,,,,,49.0,176.0,0.0,17.0,14.0,81.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,237.0,237.0,73.0,39.7,25.700000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase McLaughlin,26.0,K,IND,16.0,0.0,,,,,,,,,,,,,,13.0,12.0,11.0,9.0,12.0,9.0,36.0,30.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,132.0,132.0,27.0,K,TAM,17.0,0.0,,,,,,,,,,,,,,20.0,20.0,3.0,2.0,8.0,7.0,31.0,29.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,259.0,301.0,203.0,301.0,231.0,23.0,134.0,134.0,28.0,K,TAM,17.0,0.0,,,,,,,,,,,,,,18.0,18.0,4.0,4.0,10.0,8.0,32.0,30.0,56.0,54.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,237.0,301.0,237.0,26.0,158.0,158.0
Chicago Bears DST,,DEF,CHI,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,6390.0,1043.0,23.0,361.0,3716.0,22.0,2674.0,31.0,84.0,647.0,26.0,41.8,11.9,20.0,14.0,9.0,10.0,0.0,0.0,-12.0,,301.0,301.0,223.0,272.0,247.5,24.0,54.0,54.0,,DEF,CHI,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5511.0,1035.0,28.0,307.0,4043.0,31.0,1468.0,8.0,72.0,530.0,23.0,34.2,14.7,30.0,22.0,6.0,10.0,0.0,2.0,6.0,,221.0,301.0,223.0,301.0,222.0,25.0,104.0,104.0,,DEF,CHI,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,6022.0,1028.0,24.0,326.0,3705.0,17.0,2317.0,20.0,107.0,794.0,20.0,40.5,13.0,30.0,22.0,6.0,10.0,0.0,1.0,2.0,,176.0,298.0,81.0,204.0,187.4,14.0,94.0,94.0
Chigoziem Okonkwo,23.0,TE,TEN,17.0,8.0,,,,,,3.0,2.0,0.0,46.0,32.0,450.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,95.2,63.2,24.0,TE,TEN,17.0,11.0,,,,,,2.0,6.0,0.0,77.0,54.0,528.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,113.4,59.400000000000006,25.0,TE,TEN,17.0,11.0,,,,,,1.0,17.0,0.0,70.0,52.0,479.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,109.6,57.60000000000001
Chris Blair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,WR,ATL,4.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,301.0,839.0,301.0,605.5,179.0,2.7,1.7000000000000002
Chris Boswell,31.0,K,PIT,12.0,0.0,,,,,,,,,,,,,,9.0,8.0,10.0,5.0,9.0,7.0,28.0,20.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,198.0,301.0,150.0,260.0,202.7,16.0,89.0,89.0,32.0,K,PIT,17.0,0.0,,,,,,,,,,,,,,16.0,16.0,8.0,7.0,7.0,6.0,31.0,29.0,28.0,27.0,,,,,,,,,,,,,,,,,,,,,,202.0,301.0,181.0,259.0,214.0,19.0,129.0,129.0,33.0,K,PIT,17.0,0.0,,,,,,,,,,,,,,21.0,21.0,8.0,7.0,15.0,13.0,44.0,41.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,197.0,301.0,176.0,301.0,186.5,13.0,188.0,188.0
Chris Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,RB,MIA,9.0,0.0,,,,,,19.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,301.0,301.0,301.0,372.0,88.0,10.6,10.6,24.0,RB,GNB,15.0,0.0,,,,,,36.0,183.0,1.0,13.0,11.0,69.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,468.0,301.0,468.0,103.0,42.2,31.200000000000003
Chris Collier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,RB,LVR,3.0,0.0,,,,,,5.0,12.0,0.0,2.0,1.0,-4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,604.0,301.0,604.0,115.0,1.8000000000000005,0.8000000000000002
Chris Conley,30.0,WR,2TM,9.0,1.0,,,,,,0.0,0.0,0.0,7.0,4.0,46.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,8.600000000000001,4.6000000000000005,31.0,WR,SFO,8.0,0.0,,,,,,0.0,0.0,0.0,6.0,3.0,69.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,9.9,6.9,32.0,WR,SFO,15.0,2.0,,,,,,0.0,0.0,0.0,12.0,6.0,76.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,301.0,436.0,301.0,403.5,130.0,13.6,7.6
Chris Evans,25.0,RB,CIN,12.0,0.0,,,,,,0.0,0.0,0.0,4.0,3.0,38.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,280.0,280.0,85.0,12.8,9.8,26.0,RB,CIN,8.0,0.0,,,,,,2.0,12.0,0.0,1.0,1.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,2.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Godwin,26.0,WR,TAM,15.0,13.0,,,,,,3.0,5.0,0.0,142.0,104.0,1023.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,59.0,65.0,57.0,66.0,61.8,23.0,222.8,118.8,27.0,WR,TAM,17.0,17.0,1.0,0.0,0.0,0.0,0.0,4.0,38.0,1.0,130.0,83.0,1024.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,56.0,61.0,86.0,65.0,67.0,26.0,209.2,126.2,28.0,WR,TAM,7.0,7.0,,,,,,1.0,2.0,0.0,62.0,50.0,576.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,75.0,84.0,72.0,76.2,34.0,135.8,85.80000000000001
Chris Manhertz,30.0,TE,JAX,17.0,11.0,,,,,,0.0,0.0,0.0,8.0,6.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,10.2,4.2,31.0,TE,DEN,16.0,4.0,,,,,,0.0,0.0,0.0,4.0,2.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,3.6,1.6,32.0,TE,NYG,17.0,11.0,,,,,,0.0,0.0,0.0,4.0,3.0,30.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,569.0,301.0,569.0,91.0,12.0,9.0
Chris Moore,29.0,WR,HOU,16.0,7.0,,,,,,3.0,3.0,0.0,74.0,48.0,548.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,115.1,67.1,30.0,WR,TEN,17.0,5.0,,,,,,2.0,39.0,0.0,35.0,22.0,424.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,66.30000000000001,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Myarick,27.0,RB,NYG,16.0,8.0,,,,,,0.0,0.0,0.0,8.0,7.0,65.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,19.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Oladokun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,QB,KAN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.0,301.0,711.0,301.0,597.0,72.0,-1.5,-1.5
Chris Olave,22.0,WR,NOR,15.0,9.0,,,,,,0.0,0.0,0.0,119.0,72.0,1042.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,102.0,126.0,106.0,110.8,44.0,196.2,124.2,23.0,WR,NOR,16.0,11.0,,,,,,0.0,0.0,0.0,138.0,87.0,1123.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,24.0,32.0,22.0,26.5,12.0,229.3,142.3,24.0,WR,NOR,8.0,8.0,,,,,,1.0,7.0,0.0,44.0,32.0,400.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,23.0,29.0,27.0,26.2,12.0,76.7,44.7
Chris Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,RB,WAS,13.0,0.0,,,,,,51.0,247.0,2.0,2.0,2.0,12.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,37.900000000000006,35.900000000000006,24.0,RB,WAS,9.0,0.0,,,,,,35.0,173.0,2.0,1.0,1.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,464.0,301.0,464.0,102.0,31.5,30.5
Chris Streveler,27.0,QB,NYJ,2.0,1.0,15.0,10.0,90.0,0.0,0.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Kirk,26.0,WR,JAX,17.0,17.0,1.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,133.0,84.0,1108.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,105.0,125.0,89.0,100.3,41.0,241.9,157.9,27.0,WR,JAX,12.0,12.0,2.0,1.0,-1.0,0.0,0.0,1.0,6.0,0.0,85.0,57.0,787.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,71.0,80.0,69.0,76.0,32.0,150.26,93.26,28.0,WR,JAX,8.0,7.0,,,,,,0.0,0.0,0.0,47.0,27.0,379.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,66.0,75.0,66.0,74.6,33.0,70.9,43.9
Christian McCaffrey,26.0,RB,SFO,11.0,10.0,1.0,1.0,34.0,1.0,0.0,244.0,1139.0,8.0,108.0,85.0,741.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,354.36,269.36,27.0,RB,SFO,16.0,16.0,,,,,,272.0,1459.0,14.0,83.0,67.0,564.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.3,1.0,389.2999999999999,322.3,28.0,RB,SFO,4.0,4.0,,,,,,50.0,202.0,0.0,19.0,15.0,146.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,47.8,32.800000000000004
Christian Watson,23.0,WR,GNB,14.0,11.0,,,,,,7.0,80.0,2.0,66.0,41.0,611.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,174.0,202.0,189.0,188.3,65.0,164.1,123.1,24.0,WR,GNB,9.0,9.0,,,,,,4.0,11.0,0.0,53.0,28.0,422.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,60.0,59.0,56.0,55.3,23.0,101.3,73.30000000000001,25.0,WR,GNB,15.0,15.0,,,,,,4.0,23.0,0.0,53.0,29.0,620.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,103.0,134.0,97.0,102.2,41.0,103.3,74.3
Chuba Hubbard,23.0,RB,CAR,15.0,2.0,,,,,,95.0,466.0,2.0,17.0,14.0,171.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,188.0,182.0,209.0,193.0,59.0,85.69999999999999,71.7,24.0,RB,CAR,17.0,12.0,,,,,,238.0,902.0,5.0,44.0,39.0,233.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,206.0,253.0,159.0,206.0,62.0,180.5,141.5,25.0,RB,CAR,15.0,15.0,,,,,,250.0,1195.0,10.0,54.0,43.0,171.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,140.0,156.0,102.0,132.4,41.0,237.6,194.6
Cincinnati Bengals DST,,DEF,CIN,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,5371.0,996.0,24.0,295.0,3665.0,17.0,1706.0,12.0,100.0,832.0,20.0,36.4,13.1,30.0,13.0,11.0,13.0,0.0,1.0,12.0,,195.0,221.0,189.0,277.0,220.5,19.0,96.0,96.0,,DEF,CIN,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,6368.0,1055.0,26.0,351.0,4223.0,23.0,2145.0,17.0,92.0,784.0,23.0,38.5,13.4,44.0,17.0,9.0,11.0,0.0,2.0,4.0,,172.0,201.0,128.0,222.0,180.8,13.0,112.0,112.0,,DEF,CIN,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5921.0,1088.0,25.0,361.0,3799.0,30.0,2122.0,20.0,101.0,826.0,32.0,39.3,12.6,44.0,17.0,9.0,11.0,0.0,3.0,-6.0,,163.0,301.0,87.0,200.0,159.8,7.0,108.0,108.0
Clayton Tune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,QB,ARI,7.0,1.0,21.0,12.0,62.0,0.0,2.0,8.0,30.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,3.4800000000000004,3.4800000000000004,25.0,QB,ARI,6.0,0.0,2.0,2.0,8.0,0.0,0.0,7.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,762.0,301.0,762.0,76.0,-2.08,-2.08
Cleveland Browns DST,,DEF,CLE,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5631.0,1041.0,20.0,329.0,3336.0,20.0,2295.0,22.0,88.0,714.0,34.0,38.5,10.2,34.0,11.0,9.0,10.0,0.0,4.0,4.0,,188.0,201.0,199.0,204.0,198.0,17.0,102.0,102.0,,DEF,CLE,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,4593.0,1004.0,28.0,254.0,2800.0,23.0,1793.0,15.0,118.0,923.0,30.0,24.8,11.7,49.0,18.0,10.0,12.0,0.0,3.0,5.0,,139.0,226.0,191.0,243.0,199.8,20.0,128.0,128.0,,DEF,CLE,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5816.0,1040.0,12.0,303.0,3611.0,26.0,2205.0,22.0,108.0,890.0,19.0,33.3,5.3,49.0,18.0,10.0,12.0,0.0,1.0,-8.0,,85.0,193.0,98.0,161.0,134.6,5.0,103.0,103.0
Clyde Edwards-Helaire,23.0,RB,KAN,10.0,6.0,,,,,,71.0,302.0,3.0,23.0,17.0,151.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,67.0,59.0,70.0,64.0,24.0,98.3,81.30000000000001,24.0,RB,KAN,15.0,3.0,,,,,,70.0,223.0,1.0,22.0,17.0,188.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,196.0,204.0,205.0,201.7,60.0,70.1,53.1,25.0,RB,NOR,2.0,0.0,,,,,,13.0,46.0,0.0,5.0,3.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,220.0,251.0,248.0,231.5,64.0,10.0,7.000000000000001
Cody Hollister,29.0,WR,TEN,11.0,3.0,,,,,,0.0,0.0,0.0,5.0,3.0,54.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,8.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
