Player Name,2018 Age,2018 Position,2018 Team,2018 Games Played,2018 Games Started,2018 Passing Attempts,2018 Passing Completions,2018 Passing Yards,2018 Passing Touchdowns,2018 Interceptions Thrown,2018 Rushing Attempts,2018 Rushing Yards,2018 Rushing Touchdowns,2018 Targets,2018 Receptions,2018 Receiving Yards,2018 Receiving Touchdowns,2018 Fumbles,2018 Field Goals Attempted 0-39,2018 Field Goals Made 0-39,2018 Field Goals Attempted 40-49,2018 Field Goals Made 40-49,2018 Field Goals Attempted 50+,2018 Field Goals Made 50+,2018 Field Goals Attempted,2018 Field Goals Made,2018 Extra Points Attempted,2018 Extra Points Made,2018 Total Yards Allowed,2018 Total Plays,2018 Takeaways,2018 First Downs Allowed,2018 Passing Yards Allowed,2018 Passing Touchdowns Allowed,2018 Rushing Yards Allowed,2018 Rushing Touchdowns Allowed,2018 Penalties Committed,2018 Penalty Yards,2018 First Downs by Penalty,2018 Percent Drives Scored On,2018 Percent Drives Takeaway,2018 ST_Sacks,2018 ST_Interceptions,2018 ST_Fumble Recoveries,2018 ST_Forced Fumbles,2018 ST_Safeties,2018 ST_Special Teams Touchdowns,2018 Fantasy Points From Points,2018 XP2,2018 ESPN ADP,2018 Sleeper ADP,2018 NFL ADP,2018 RTSports ADP,2018 Average ADP,2018 Positional ADP,2018 PPR Fantasy Points Scored,2018 Standard Fantasy Points Scored,2019 Age,2019 Position,2019 Team,2019 Games Played,2019 Games Started,2019 Passing Attempts,2019 Passing Completions,2019 Passing Yards,2019 Passing Touchdowns,2019 Interceptions Thrown,2019 Rushing Attempts,2019 Rushing Yards,2019 Rushing Touchdowns,2019 Targets,2019 Receptions,2019 Receiving Yards,2019 Receiving Touchdowns,2019 Fumbles,2019 Field Goals Attempted 0-39,2019 Field Goals Made 0-39,2019 Field Goals Attempted 40-49,2019 Field Goals Made 40-49,2019 Field Goals Attempted 50+,2019 Field Goals Made 50+,2019 Field Goals Attempted,2019 Field Goals Made,2019 Extra Points Attempted,2019 Extra Points Made,2019 Total Yards Allowed,2019 Total Plays,2019 Takeaways,2019 First Downs Allowed,2019 Passing Yards Allowed,2019 Passing Touchdowns Allowed,2019 Rushing Yards Allowed,2019 Rushing Touchdowns Allowed,2019 Penalties Committed,2019 Penalty Yards,2019 First Downs by Penalty,2019 Percent Drives Scored On,2019 Percent Drives Takeaway,2019 ST_Sacks,2019 ST_Interceptions,2019 ST_Fumble Recoveries,2019 ST_Forced Fumbles,2019 ST_Safeties,2019 ST_Special Teams Touchdowns,2019 Fantasy Points From Points,2019 XP2,2019 ESPN ADP,2019 Sleeper ADP,2019 NFL ADP,2019 RTSports ADP,2019 Average ADP,2019 Positional ADP,2019 PPR Fantasy Points Scored,2019 Standard Fantasy Points Scored,2020 Age,2020 Position,2020 Team,2020 Games Played,2020 Games Started,2020 Passing Attempts,2020 Passing Completions,2020 Passing Yards,2020 Passing Touchdowns,2020 Interceptions Thrown,2020 Rushing Attempts,2020 Rushing Yards,2020 Rushing Touchdowns,2020 Targets,2020 Receptions,2020 Receiving Yards,2020 Receiving Touchdowns,2020 Fumbles,2020 Field Goals Attempted 0-39,2020 Field Goals Made 0-39,2020 Field Goals Attempted 40-49,2020 Field Goals Made 40-49,2020 Field Goals Attempted 50+,2020 Field Goals Made 50+,2020 Field Goals Attempted,2020 Field Goals Made,2020 Extra Points Attempted,2020 Extra Points Made,2020 Total Yards Allowed,2020 Total Plays,2020 Takeaways,2020 First Downs Allowed,2020 Passing Yards Allowed,2020 Passing Touchdowns Allowed,2020 Rushing Yards Allowed,2020 Rushing Touchdowns Allowed,2020 Penalties Committed,2020 Penalty Yards,2020 First Downs by Penalty,2020 Percent Drives Scored On,2020 Percent Drives Takeaway,2020 ST_Sacks,2020 ST_Interceptions,2020 ST_Fumble Recoveries,2020 ST_Forced Fumbles,2020 ST_Safeties,2020 ST_Special Teams Touchdowns,2020 Fantasy Points From Points,2020 XP2,2020 ESPN ADP,2020 Sleeper ADP,2020 NFL ADP,2020 RTSports ADP,2020 Average ADP,2020 Positional ADP,2020 PPR Fantasy Points Scored,2020 Standard Fantasy Points Scored,2021 Age,2021 Position,2021 Team,2021 Games Played,2021 Games Started,2021 Passing Attempts,2021 Passing Completions,2021 Passing Yards,2021 Passing Touchdowns,2021 Interceptions Thrown,2021 Rushing Attempts,2021 Rushing Yards,2021 Rushing Touchdowns,2021 Targets,2021 Receptions,2021 Receiving Yards,2021 Receiving Touchdowns,2021 Fumbles,2021 Field Goals Attempted 0-39,2021 Field Goals Made 0-39,2021 Field Goals Attempted 40-49,2021 Field Goals Made 40-49,2021 Field Goals Attempted 50+,2021 Field Goals Made 50+,2021 Field Goals Attempted,2021 Field Goals Made,2021 Extra Points Attempted,2021 Extra Points Made,2021 Total Yards Allowed,2021 Total Plays,2021 Takeaways,2021 First Downs Allowed,2021 Passing Yards Allowed,2021 Passing Touchdowns Allowed,2021 Rushing Yards Allowed,2021 Rushing Touchdowns Allowed,2021 Penalties Committed,2021 Penalty Yards,2021 First Downs by Penalty,2021 Percent Drives Scored On,2021 Percent Drives Takeaway,2021 ST_Sacks,2021 ST_Interceptions,2021 ST_Fumble Recoveries,2021 ST_Forced Fumbles,2021 ST_Safeties,2021 ST_Special Teams Touchdowns,2021 Fantasy Points From Points,2021 XP2,2021 ESPN ADP,2021 Sleeper ADP,2021 NFL ADP,2021 RTSports ADP,2021 Average ADP,2021 Positional ADP,2021 PPR Fantasy Points Scored,2021 Standard Fantasy Points Scored,2022 Age,2022 Position,2022 Team,2022 Games Played,2022 Games Started,2022 Passing Attempts,2022 Passing Completions,2022 Passing Yards,2022 Passing Touchdowns,2022 Interceptions Thrown,2022 Rushing Attempts,2022 Rushing Yards,2022 Rushing Touchdowns,2022 Targets,2022 Receptions,2022 Receiving Yards,2022 Receiving Touchdowns,2022 Fumbles,2022 Field Goals Attempted 0-39,2022 Field Goals Made 0-39,2022 Field Goals Attempted 40-49,2022 Field Goals Made 40-49,2022 Field Goals Attempted 50+,2022 Field Goals Made 50+,2022 Field Goals Attempted,2022 Field Goals Made,2022 Extra Points Attempted,2022 Extra Points Made,2022 Total Yards Allowed,2022 Total Plays,2022 Takeaways,2022 First Downs Allowed,2022 Passing Yards Allowed,2022 Passing Touchdowns Allowed,2022 Rushing Yards Allowed,2022 Rushing Touchdowns Allowed,2022 Penalties Committed,2022 Penalty Yards,2022 First Downs by Penalty,2022 Percent Drives Scored On,2022 Percent Drives Takeaway,2022 ST_Sacks,2022 ST_Interceptions,2022 ST_Fumble Recoveries,2022 ST_Forced Fumbles,2022 ST_Safeties,2022 ST_Special Teams Touchdowns,2022 Fantasy Points From Points,2022 XP2,2022 ESPN ADP,2022 Sleeper ADP,2022 NFL ADP,2022 RTSports ADP,2022 Average ADP,2022 Positional ADP,2022 PPR Fantasy Points Scored,2022 Standard Fantasy Points Scored,2023 Age,2023 Position,2023 Team,2023 Games Played,2023 Games Started,2023 Passing Attempts,2023 Passing Completions,2023 Passing Yards,2023 Passing Touchdowns,2023 Interceptions Thrown,2023 Rushing Attempts,2023 Rushing Yards,2023 Rushing Touchdowns,2023 Targets,2023 Receptions,2023 Receiving Yards,2023 Receiving Touchdowns,2023 Fumbles,2023 Field Goals Attempted 0-39,2023 Field Goals Made 0-39,2023 Field Goals Attempted 40-49,2023 Field Goals Made 40-49,2023 Field Goals Attempted 50+,2023 Field Goals Made 50+,2023 Field Goals Attempted,2023 Field Goals Made,2023 Extra Points Attempted,2023 Extra Points Made,2023 Total Yards Allowed,2023 Total Plays,2023 Takeaways,2023 First Downs Allowed,2023 Passing Yards Allowed,2023 Passing Touchdowns Allowed,2023 Rushing Yards Allowed,2023 Rushing Touchdowns Allowed,2023 Penalties Committed,2023 Penalty Yards,2023 First Downs by Penalty,2023 Percent Drives Scored On,2023 Percent Drives Takeaway,2023 ST_Sacks,2023 ST_Interceptions,2023 ST_Fumble Recoveries,2023 ST_Forced Fumbles,2023 ST_Safeties,2023 ST_Special Teams Touchdowns,2023 Fantasy Points From Points,2023 XP2,2023 ESPN ADP,2023 Sleeper ADP,2023 NFL ADP,2023 RTSports ADP,2023 Average ADP,2023 Positional ADP,2023 PPR Fantasy Points Scored,2023 Standard Fantasy Points Scored,2024 Age,2024 Position,2024 Team,2024 Games Played,2024 Games Started,2024 Passing Attempts,2024 Passing Completions,2024 Passing Yards,2024 Passing Touchdowns,2024 Interceptions Thrown,2024 Rushing Attempts,2024 Rushing Yards,2024 Rushing Touchdowns,2024 Targets,2024 Receptions,2024 Receiving Yards,2024 Receiving Touchdowns,2024 Fumbles,2024 Field Goals Attempted 0-39,2024 Field Goals Made 0-39,2024 Field Goals Attempted 40-49,2024 Field Goals Made 40-49,2024 Field Goals Attempted 50+,2024 Field Goals Made 50+,2024 Field Goals Attempted,2024 Field Goals Made,2024 Extra Points Attempted,2024 Extra Points Made,2024 Total Yards Allowed,2024 Total Plays,2024 Takeaways,2024 First Downs Allowed,2024 Passing Yards Allowed,2024 Passing Touchdowns Allowed,2024 Rushing Yards Allowed,2024 Rushing Touchdowns Allowed,2024 Penalties Committed,2024 Penalty Yards,2024 First Downs by Penalty,2024 Percent Drives Scored On,2024 Percent Drives Takeaway,2024 ST_Sacks,2024 ST_Interceptions,2024 ST_Fumble Recoveries,2024 ST_Forced Fumbles,2024 ST_Safeties,2024 ST_Special Teams Touchdowns,2024 Fantasy Points From Points,2024 XP2,2024 ESPN ADP,2024 Sleeper ADP,2024 NFL ADP,2024 RTSports ADP,2024 Average ADP,2024 Positional ADP,2024 PPR Fantasy Points Scored,2024 Standard Fantasy Points Scored
Tennessee Titans DST,,DEF,TEN,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,5334.0,1001.0,17.0,298.0,3471.0,21.0,1863.0,9.0,120.0,984.0,18.0,33.1,9.9,39.0,11.0,6.0,10.0,0.0,3.0,0.0,,183.0,,,246.0,221.3,18.0,91.0,91.0,,DEF,TEN,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,5752.0,1056.0,23.0,335.0,4080.0,25.0,1672.0,14.0,125.0,1025.0,27.0,31.7,11.6,43.0,14.0,9.0,10.0,1.0,4.0,0.0,,165.0,,224.0,267.0,235.4,20.0,115.0,115.0,,DEF,TEN,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,6372.0,1076.0,23.0,391.0,4439.0,36.0,1933.0,18.0,103.0,840.0,31.0,45.2,13.3,19.0,15.0,8.0,11.0,0.0,2.0,0.0,,182.0,,,223.0,214.3,18.0,77.0,77.0,,DEF,TEN,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5607.0,1039.0,22.0,331.0,4169.0,24.0,1438.0,14.0,118.0,1070.0,37.0,37.1,10.8,43.0,16.0,6.0,10.0,0.0,3.0,0.0,,225.0,241.0,218.0,293.0,230.4,18.0,105.0,105.0,,DEF,TEN,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5978.0,1100.0,20.0,339.0,4671.0,29.0,1307.0,9.0,115.0,836.0,31.0,33.9,10.6,39.0,14.0,6.0,11.0,0.0,1.0,0.0,,,222.0,183.0,261.0,222.0,20.0,85.0,85.0,,DEF,TEN,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5697.0,1096.0,14.0,334.0,3866.0,20.0,1831.0,10.0,98.0,776.0,42.0,43.2,6.8,45.0,6.0,8.0,11.0,0.0,1.0,0.0,,,222.0,230.0,,226.0,28.0,79.0,79.0,,DEF,TEN,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5291.0,1008.0,18.0,314.0,3014.0,27.0,2277.0,21.0,120.0,988.0,39.0,40.4,8.7,32.0,11.0,6.0,10.0,2.0,0.0,0.0,,232.0,242.0,249.0,,241.0,30.0,70.0,70.0
Terence Steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,RT/LT,DAL,16.0,13.0,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrace Marshall Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,WR,CAR,13.0,3.0,,,,,,0.0,0.0,0.0,30.0,17.0,138.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,183.0,241.0,173.0,191.0,62.0,30.8,13.8,22.0,WR,CAR,14.0,9.0,,,,,,0.0,0.0,0.0,47.0,28.0,490.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,79.0,51.0,23.0,WR,CAR,9.0,4.0,,,,,,0.0,0.0,0.0,33.0,19.0,139.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0,,,291.0,103.0,30.9,11.9,24.0,WR,LVR,7.0,1.0,,,,,,0.0,0.0,0.0,6.0,3.0,41.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0,,672.0,187.0,7.1,4.1
Terrance Williams,29.0,WR,DAL,3.0,2.0,,,,,,0.0,0.0,0.0,3.0,2.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,234.3,80.0,3.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell Jennings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,RB,NWE,3.0,0.0,,,,,,13.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,211.0,3.3,3.3
Terrelle Pryor,29.0,WR,2TM,8.0,1.0,,,,,,1.0,-1.0,0.0,30.0,16.0,252.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,255.7,87.0,53.1,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,WR,JAX,3.0,0.0,,,,,,1.0,3.0,0.0,6.0,3.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,306.0,101.0,6.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry McLaurin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,WR,WAS,14.0,14.0,,,,,,0.0,0.0,0.0,93.0,58.0,919.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,558.7,146.0,191.9,133.9,25.0,WR,WAS,15.0,15.0,,,,,,2.0,30.0,0.0,134.0,87.0,1118.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,60.0,56.8,23.0,223.8,136.8,26.0,WR,WAS,17.0,17.0,,,,,,1.0,12.0,0.0,130.0,77.0,1053.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,29.0,32.0,27.0,29.6,10.0,213.5,136.5,27.0,WR,WAS,17.0,17.0,,,,,,7.0,29.0,0.0,120.0,77.0,1191.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,38.0,42.0,47.0,41.0,14.0,227.0,150.0,28.0,WR,WAS,17.0,17.0,,,,,,0.0,0.0,0.0,132.0,79.0,1002.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,51.0,48.0,53.0,54.3,22.0,203.2,124.2,29.0,WR,WAS,17.0,17.0,,,,,,2.0,2.0,0.0,117.0,82.0,1096.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,68.0,79.0,63.0,71.6,31.0,267.8,185.8
Tevaughn Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,RCB,LAC,16.0,7.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tevin Coleman,25.0,RB,ATL,16.0,14.0,,,,,,167.0,800.0,4.0,44.0,32.0,276.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,69.0,71.8,25.0,189.6,157.6,26.0,RB,SFO,14.0,11.0,,,,,,137.0,544.0,6.0,30.0,21.0,180.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,92.0,54.0,68.7,28.0,135.4,114.4,27.0,RB,SFO,8.0,1.0,,,,,,28.0,53.0,0.0,5.0,4.0,34.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,,106.0,113.5,43.0,12.7,8.7,28.0,RB,NYJ,11.0,5.0,,,,,,84.0,356.0,0.0,16.0,11.0,49.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,185.0,199.0,121.0,167.8,47.0,51.5,40.5,29.0,RB,SFO,5.0,0.0,,,,,,12.0,26.0,1.0,3.0,3.0,44.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,22.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tevin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,WR,PIT,5.0,0.0,,,,,,0.0,0.0,0.0,10.0,4.0,61.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,TE,NYG,12.0,11.0,,,,,,0.0,0.0,0.0,43.0,29.0,331.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,433.0,,333.0,47.0,68.1,39.1
Theo Riddick,27.0,RB,DET,14.0,3.0,,,,,,40.0,171.0,0.0,74.0,61.0,384.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,,,126.0,154.4,50.0,116.5,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,RB,LVR,4.0,0.0,,,,,,6.0,14.0,0.0,6.0,5.0,43.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Morstead,32.0,K,NOR,16.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,33.0,K,NOR,16.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,K,NOR,16.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,K,MIA,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,37.0,K,NYJ,17.0,0.0,1.0,1.0,18.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0,0.0,0.0,38.0,K,NYJ,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,211.0,0.0,0.0
Tim Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,QB,GNB,3.0,0.0,4.0,3.0,15.0,0.0,0.0,5.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,,,,449.0,44.0,-0.1,-0.1,26.0,QB,GNB,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-9.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,,,,414.0,58.0,-2.9,-2.9,27.0,QB,DET,5.0,3.0,94.0,61.0,526.0,3.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,20.34,28.0,QB,CHI,1.0,0.0,8.0,2.0,33.0,0.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,-2.88,-2.88,29.0,QB,NYJ,3.0,2.0,77.0,48.0,360.0,1.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0,6.9,6.9,30.0,QB,2TM,3.0,0.0,50.0,27.0,276.0,1.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.0,,819.0,77.0,13.94,13.94
